"","wbid","name","SYMBOL","Expected","Observed","Enrichment.Fold.Change","P.value","Q.value","class"
"101","WBGene00015928","AVK WBbt:0006823","C17H12.2",6.28411706675436,13,2.0687074829932,0.00141310223556628,0.0249370982746991,"ClassD"
"102","WBGene00003511","AVK WBbt:0006823","mxl-3",6.28411706675436,13,2.0687074829932,0.00141310223556628,0.0249370982746991,"ClassD"
"103","WBGene00019770","AVK WBbt:0006823","M04F3.4",6.28411706675436,13,2.0687074829932,0.00141310223556628,0.0249370982746991,"ClassD"
"104","WBGene00001137","AVK WBbt:0006823","eat-6",6.28411706675436,13,2.0687074829932,0.00141310223556628,0.0249370982746991,"ClassD"
"105","WBGene00004128","AVK WBbt:0006823","pqn-41",6.28411706675436,13,2.0687074829932,0.00141310223556628,0.0249370982746991,"ClassD"
"106","WBGene00017837","AVK WBbt:0006823","F26G1.1",6.28411706675436,13,2.0687074829932,0.00141310223556628,0.0249370982746991,"ClassD"
"107","WBGene00018595","AVK WBbt:0006823","fbxa-145",6.28411706675436,13,2.0687074829932,0.00141310223556628,0.0249370982746991,"ClassD"
"108","WBGene00010828","AVK WBbt:0006823","M02B1.3",6.28411706675436,13,2.0687074829932,0.00141310223556628,0.0249370982746991,"ClassD"
"109","WBGene00023423","AVK WBbt:0006823","F43C1.7",6.28411706675436,13,2.0687074829932,0.00141310223556628,0.0249370982746991,"ClassD"
"110","WBGene00017241","AVK WBbt:0006823","pcyt-1",6.28411706675436,13,2.0687074829932,0.00141310223556628,0.0249370982746991,"ClassD"
"111","WBGene00010006","AVK WBbt:0006823","F53H2.3",6.28411706675436,13,2.0687074829932,0.00141310223556628,0.0249370982746991,"ClassD"
"112","WBGene00044770","AVK WBbt:0006823","C53C11.5",6.28411706675436,13,2.0687074829932,0.00141310223556628,0.0249370982746991,"ClassD"
"113","WBGene00001163","AVK WBbt:0006823","efn-2",6.28411706675436,13,2.0687074829932,0.00141310223556628,0.0249370982746991,"ClassD"
"114","WBGene00015119","AVK WBbt:0006823","B0302.2",6.28411706675436,13,2.0687074829932,0.00141310223556628,0.0249370982746991,"ClassD"
"115","WBGene00016997","AVK WBbt:0006823","cebp-1",6.28411706675436,13,2.0687074829932,0.00141310223556628,0.0249370982746991,"ClassD"
"116","WBGene00001163","AWA WBbt:0005670","efn-2",0.319631700098652,1,3.12860082304527,0,0,"ClassA"
"117","WBGene00015687","BDU WBbt:0006826","chdp-1",0.209470568891812,1,4.77394034536892,0,0,"ClassD"
"118","WBGene00000802","C WBbt:0003810","crt-1",0.418941137783624,2,4.77394034536892,0,0,"ClassD"
"119","WBGene00004737","C WBbt:0003810","scc-1",0.418941137783624,2,4.77394034536892,0,0,"ClassD"
"120","WBGene00019344","Caaaa WBbt:0005899","dhhc-10",0.267675106872739,1,3.73587223587224,0,0,"ClassC"
"121","WBGene00008726","cephalic sensillum WBbt:0006920","F13A7.11",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"122","WBGene00020579","cephalic sensillum WBbt:0006920","T19D12.4",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"123","WBGene00017449","cephalic sensillum WBbt:0006920","otpl-3",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"124","WBGene00000522","cephalic sensillum WBbt:0006920","clc-1",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"125","WBGene00002273","cephalic sensillum WBbt:0006920","lec-10",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"126","WBGene00010658","cephalic sensillum WBbt:0006920","K08D8.4",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"127","WBGene00015116","cephalic sensillum WBbt:0006920","paic-1",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"128","WBGene00008422","cephalic sensillum WBbt:0006920","ecps-1",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"129","WBGene00008199","cephalic sensillum WBbt:0006920","C49C3.9",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"130","WBGene00001754","cephalic sensillum WBbt:0006920","gst-6",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"131","WBGene00002271","cephalic sensillum WBbt:0006920","lec-8",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"132","WBGene00018152","cephalic sensillum WBbt:0006920","acs-4",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"133","WBGene00019564","cephalic sensillum WBbt:0006920","K09D9.1",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"134","WBGene00000783","cephalic sensillum WBbt:0006920","cpr-3",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"135","WBGene00004400","cephalic sensillum WBbt:0006920","rom-1",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"136","WBGene00001770","cephalic sensillum WBbt:0006920","gst-22",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"137","WBGene00002038","cephalic sensillum WBbt:0006920","hum-5",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"138","WBGene00019844","cephalic sensillum WBbt:0006920","abts-4",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"139","WBGene00010047","cephalic sensillum WBbt:0006920","F54D1.6",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"140","WBGene00002274","cephalic sensillum WBbt:0006920","lec-11",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"141","WBGene00019105","cephalic sensillum WBbt:0006920","asp-8",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"142","WBGene00015955","cephalic sensillum WBbt:0006920","C18B2.4",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"143","WBGene00021635","cephalic sensillum WBbt:0006920","Y47G6A.5",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"144","WBGene00000302","cephalic sensillum WBbt:0006920","cav-2",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"145","WBGene00019743","cephalic sensillum WBbt:0006920","nhr-203",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"146","WBGene00019104","cephalic sensillum WBbt:0006920","asp-7",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"147","WBGene00007694","cephalic sensillum WBbt:0006920","C23H4.6",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"148","WBGene00010660","cephalic sensillum WBbt:0006920","K08D8.6",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"149","WBGene00010828","cephalic sensillum WBbt:0006920","M02B1.3",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"150","WBGene00012464","cephalic sensillum WBbt:0006920","arrd-7",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"151","WBGene00044770","cephalic sensillum WBbt:0006920","C53C11.5",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"152","WBGene00010641","cephalic sensillum WBbt:0006920","crml-1",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"153","WBGene00015047","cephalic sensillum WBbt:0006920","faah-1",8.8332785268004,17,1.92454024272206,0.000644867397231301,0.00471854193096074,"ClassC"
"154","WBGene00008780","cephalic sheath cell WBbt:0008406","hxk-1",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"155","WBGene00008726","cephalic sheath cell WBbt:0008406","F13A7.11",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"156","WBGene00020579","cephalic sheath cell WBbt:0008406","T19D12.4",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"157","WBGene00017449","cephalic sheath cell WBbt:0008406","otpl-3",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"158","WBGene00000522","cephalic sheath cell WBbt:0008406","clc-1",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"159","WBGene00002273","cephalic sheath cell WBbt:0008406","lec-10",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"160","WBGene00007655","cephalic sheath cell WBbt:0008406","C17H1.2",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"161","WBGene00010658","cephalic sheath cell WBbt:0008406","K08D8.4",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"162","WBGene00015116","cephalic sheath cell WBbt:0008406","paic-1",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"163","WBGene00008422","cephalic sheath cell WBbt:0008406","ecps-1",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"164","WBGene00001758","cephalic sheath cell WBbt:0008406","gst-10",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"165","WBGene00008584","cephalic sheath cell WBbt:0008406","irg-4",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"166","WBGene00008199","cephalic sheath cell WBbt:0008406","C49C3.9",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"167","WBGene00018138","cephalic sheath cell WBbt:0008406","folt-2",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"168","WBGene00001754","cephalic sheath cell WBbt:0008406","gst-6",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"169","WBGene00002271","cephalic sheath cell WBbt:0008406","lec-8",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"170","WBGene00018152","cephalic sheath cell WBbt:0008406","acs-4",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"171","WBGene00019564","cephalic sheath cell WBbt:0008406","K09D9.1",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"172","WBGene00000783","cephalic sheath cell WBbt:0008406","cpr-3",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"173","WBGene00004400","cephalic sheath cell WBbt:0008406","rom-1",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"174","WBGene00001770","cephalic sheath cell WBbt:0008406","gst-22",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"175","WBGene00002038","cephalic sheath cell WBbt:0008406","hum-5",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"176","WBGene00019844","cephalic sheath cell WBbt:0008406","abts-4",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"177","WBGene00010047","cephalic sheath cell WBbt:0008406","F54D1.6",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"178","WBGene00002274","cephalic sheath cell WBbt:0008406","lec-11",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"179","WBGene00018991","cephalic sheath cell WBbt:0008406","F56F11.4",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"180","WBGene00018903","cephalic sheath cell WBbt:0008406","F55G1.7",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"181","WBGene00019105","cephalic sheath cell WBbt:0008406","asp-8",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"182","WBGene00018823","cephalic sheath cell WBbt:0008406","F54E2.1",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"183","WBGene00015955","cephalic sheath cell WBbt:0008406","C18B2.4",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"184","WBGene00009429","cephalic sheath cell WBbt:0008406","irg-5",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"185","WBGene00021635","cephalic sheath cell WBbt:0008406","Y47G6A.5",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"186","WBGene00000302","cephalic sheath cell WBbt:0008406","cav-2",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"187","WBGene00019743","cephalic sheath cell WBbt:0008406","nhr-203",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"188","WBGene00007605","cephalic sheath cell WBbt:0008406","hrg-7",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"189","WBGene00019104","cephalic sheath cell WBbt:0008406","asp-7",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"190","WBGene00001413","cephalic sheath cell WBbt:0008406","fem-3",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
"191","WBGene00007694","cephalic sheath cell WBbt:0008406","C23H4.6",12.5807300230187,20,1.58973286632861,0.00599111204931831,0.0417984561580347,"ClassC"
