wbid,name,SYMBOL,Expected,Observed,Enrichment.Fold.Change,P.value,Q.value,class
WBGene00019344,ABprappaa WBbt:0006350,dhhc-10,0.2676751068727392,1,3.735872235872236,0,0,Target Gene Class B
WBGene00019344,ABprappap WBbt:0006220,dhhc-10,0.2676751068727392,1,3.735872235872236,0,0,Target Gene Class B
WBGene00019344,ABprpaapa WBbt:0006047,dhhc-10,0.2676751068727392,1,3.735872235872236,0,0,Target Gene Class B
WBGene00019344,ABprpappp WBbt:0005847,dhhc-10,0.2676751068727392,1,3.735872235872236,0,0,Target Gene Class B
WBGene00003561,ADE WBbt:0005415,ncr-1,0.2676751068727392,1,3.735872235872236,0,0,Target Gene Class B
WBGene00001163,ADF WBbt:0005660,efn-2,0.31963170009865177,1,3.1286008230452675,0,0,Target Gene Class A1
WBGene00003106,ALA WBbt:0003955,mab-9,0.9588951002959553,3,3.1286008230452675,0,0,Target Gene Class A1
WBGene00002299,ALA WBbt:0003955,let-23,0.9588951002959553,3,3.1286008230452675,0,0,Target Gene Class A1
WBGene00004038,ALA WBbt:0003955,plc-3,0.9588951002959553,3,3.1286008230452675,0,0,Target Gene Class A1
WBGene00004358,amphid socket cell WBbt:0008379,rhr-1,0.6392634001973035,2,3.1286008230452675,0,0,Target Gene Class A1
WBGene00008251,amphid socket cell WBbt:0008379,srsx-30,0.6392634001973035,2,3.1286008230452675,0,0,Target Gene Class A1
WBGene00004876,anchor cell WBbt:0004522,smf-1,1.2568234133508716,5,3.9782836211407635,8.369292812873726e-5,0.0016738585625747453,Target Gene Class C
WBGene00006794,anchor cell WBbt:0004522,unc-60,1.2568234133508716,5,3.9782836211407635,8.369292812873726e-5,0.0016738585625747453,Target Gene Class C
WBGene00012360,anchor cell WBbt:0004522,tat-3,1.2568234133508716,5,3.9782836211407635,8.369292812873726e-5,0.0016738585625747453,Target Gene Class C
WBGene00006431,anchor cell WBbt:0004522,tag-52,1.2568234133508716,5,3.9782836211407635,8.369292812873726e-5,0.0016738585625747453,Target Gene Class C
WBGene00001863,anchor cell WBbt:0004522,him-4,1.2568234133508716,5,3.9782836211407635,8.369292812873726e-5,0.0016738585625747453,Target Gene Class C
WBGene00003243,anchor cell WBbt:0004522,mig-10,1.2568234133508716,5,3.9782836211407635,8.369292812873726e-5,0.0016738585625747453,Target Gene Class C
WBGene00008726,anterior ganglion WBbt:0005375,F13A7.11,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00020579,anterior ganglion WBbt:0005375,T19D12.4,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00017449,anterior ganglion WBbt:0005375,otpl-3,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00000522,anterior ganglion WBbt:0005375,clc-1,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00002273,anterior ganglion WBbt:0005375,lec-10,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00010658,anterior ganglion WBbt:0005375,K08D8.4,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00012360,anterior ganglion WBbt:0005375,tat-3,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00015116,anterior ganglion WBbt:0005375,paic-1,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00008422,anterior ganglion WBbt:0005375,ecps-1,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00008199,anterior ganglion WBbt:0005375,C49C3.9,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00001754,anterior ganglion WBbt:0005375,gst-6,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00002271,anterior ganglion WBbt:0005375,lec-8,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00018152,anterior ganglion WBbt:0005375,acs-4,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00017687,anterior ganglion WBbt:0005375,ets-4,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00019564,anterior ganglion WBbt:0005375,K09D9.1,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00000783,anterior ganglion WBbt:0005375,cpr-3,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00004400,anterior ganglion WBbt:0005375,rom-1,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00001770,anterior ganglion WBbt:0005375,gst-22,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00002038,anterior ganglion WBbt:0005375,hum-5,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00019844,anterior ganglion WBbt:0005375,abts-4,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00010047,anterior ganglion WBbt:0005375,F54D1.6,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00002274,anterior ganglion WBbt:0005375,lec-11,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00019105,anterior ganglion WBbt:0005375,asp-8,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00004358,anterior ganglion WBbt:0005375,rhr-1,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00003561,anterior ganglion WBbt:0005375,ncr-1,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00015955,anterior ganglion WBbt:0005375,C18B2.4,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00003090,anterior ganglion WBbt:0005375,lys-1,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00009337,anterior ganglion WBbt:0005375,uig-1,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00021635,anterior ganglion WBbt:0005375,Y47G6A.5,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00000302,anterior ganglion WBbt:0005375,cav-2,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00019743,anterior ganglion WBbt:0005375,nhr-203,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00019104,anterior ganglion WBbt:0005375,asp-7,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00007694,anterior ganglion WBbt:0005375,C23H4.6,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00008251,anterior ganglion WBbt:0005375,srsx-30,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00010660,anterior ganglion WBbt:0005375,K08D8.6,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00010828,anterior ganglion WBbt:0005375,M02B1.3,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00012464,anterior ganglion WBbt:0005375,arrd-7,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00006942,anterior ganglion WBbt:0005375,wrk-1,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00044770,anterior ganglion WBbt:0005375,C53C11.5,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00001163,anterior ganglion WBbt:0005375,efn-2,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00010641,anterior ganglion WBbt:0005375,crml-1,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00015047,anterior ganglion WBbt:0005375,faah-1,11.242354488655048,19,1.69003744003744,0.0029522361641788476,0.021087401172706056,Target Gene Class B
WBGene00001670,AQR WBbt:0003927,gpa-8,0.31963170009865177,1,3.1286008230452675,0,0,Target Gene Class A1
WBGene00010117,AVK WBbt:0006823,nkb-3,6.284117066754358,13,2.068707482993197,0.0014131022355662831,0.024937098274699115,Target Gene Class C
WBGene00008780,AVK WBbt:0006823,hxk-1,6.284117066754358,13,2.068707482993197,0.0014131022355662831,0.024937098274699115,Target Gene Class C
WBGene00012791,AVK WBbt:0006823,Y43D4A.5,6.284117066754358,13,2.068707482993197,0.0014131022355662831,0.024937098274699115,Target Gene Class C
WBGene00007030,AVK WBbt:0006823,epc-1,6.284117066754358,13,2.068707482993197,0.0014131022355662831,0.024937098274699115,Target Gene Class C
WBGene00015800,AVK WBbt:0006823,C15H9.4,6.284117066754358,13,2.068707482993197,0.0014131022355662831,0.024937098274699115,Target Gene Class C
WBGene00011480,AVK WBbt:0006823,enpl-1,6.284117066754358,13,2.068707482993197,0.0014131022355662831,0.024937098274699115,Target Gene Class C
WBGene00001745,AVK WBbt:0006823,gsa-1,6.284117066754358,13,2.068707482993197,0.0014131022355662831,0.024937098274699115,Target Gene Class C
WBGene00194713,AVK WBbt:0006823,F19B10.13,6.284117066754358,13,2.068707482993197,0.0014131022355662831,0.024937098274699115,Target Gene Class C
WBGene00012472,AVK WBbt:0006823,Y17G7B.21,6.284117066754358,13,2.068707482993197,0.0014131022355662831,0.024937098274699115,Target Gene Class C
WBGene00004922,AVK WBbt:0006823,snt-2,6.284117066754358,13,2.068707482993197,0.0014131022355662831,0.024937098274699115,Target Gene Class C
WBGene00018152,AVK WBbt:0006823,acs-4,6.284117066754358,13,2.068707482993197,0.0014131022355662831,0.024937098274699115,Target Gene Class C
WBGene00001994,AVK WBbt:0006823,hpk-1,6.284117066754358,13,2.068707482993197,0.0014131022355662831,0.024937098274699115,Target Gene Class C
WBGene00019445,AVK WBbt:0006823,frpr-12,6.284117066754358,13,2.068707482993197,0.0014131022355662831,0.024937098274699115,Target Gene Class C
WBGene00016987,AVK WBbt:0006823,CC8.2,6.284117066754358,13,2.068707482993197,0.0014131022355662831,0.024937098274699115,Target Gene Class C
WBGene00007352,AVK WBbt:0006823,cdc-48.1,6.284117066754358,13,2.068707482993197,0.0014131022355662831,0.024937098274699115,Target Gene Class C
WBGene00015928,AVK WBbt:0006823,C17H12.2,6.284117066754358,13,2.068707482993197,0.0014131022355662831,0.024937098274699115,Target Gene Class C
WBGene00003511,AVK WBbt:0006823,mxl-3,6.284117066754358,13,2.068707482993197,0.0014131022355662831,0.024937098274699115,Target Gene Class C
WBGene00019770,AVK WBbt:0006823,M04F3.4,6.284117066754358,13,2.068707482993197,0.0014131022355662831,0.024937098274699115,Target Gene Class C
WBGene00001137,AVK WBbt:0006823,eat-6,6.284117066754358,13,2.068707482993197,0.0014131022355662831,0.024937098274699115,Target Gene Class C
WBGene00004128,AVK WBbt:0006823,pqn-41,6.284117066754358,13,2.068707482993197,0.0014131022355662831,0.024937098274699115,Target Gene Class C
WBGene00017837,AVK WBbt:0006823,F26G1.1,6.284117066754358,13,2.068707482993197,0.0014131022355662831,0.024937098274699115,Target Gene Class C
WBGene00018595,AVK WBbt:0006823,fbxa-145,6.284117066754358,13,2.068707482993197,0.0014131022355662831,0.024937098274699115,Target Gene Class C
WBGene00010828,AVK WBbt:0006823,M02B1.3,6.284117066754358,13,2.068707482993197,0.0014131022355662831,0.024937098274699115,Target Gene Class C
WBGene00023423,AVK WBbt:0006823,F43C1.7,6.284117066754358,13,2.068707482993197,0.0014131022355662831,0.024937098274699115,Target Gene Class C
WBGene00017241,AVK WBbt:0006823,pcyt-1,6.284117066754358,13,2.068707482993197,0.0014131022355662831,0.024937098274699115,Target Gene Class C
WBGene00010006,AVK WBbt:0006823,F53H2.3,6.284117066754358,13,2.068707482993197,0.0014131022355662831,0.024937098274699115,Target Gene Class C
WBGene00044770,AVK WBbt:0006823,C53C11.5,6.284117066754358,13,2.068707482993197,0.0014131022355662831,0.024937098274699115,Target Gene Class C
WBGene00001163,AVK WBbt:0006823,efn-2,6.284117066754358,13,2.068707482993197,0.0014131022355662831,0.024937098274699115,Target Gene Class C
WBGene00015119,AVK WBbt:0006823,B0302.2,6.284117066754358,13,2.068707482993197,0.0014131022355662831,0.024937098274699115,Target Gene Class C
WBGene00016997,AVK WBbt:0006823,cebp-1,6.284117066754358,13,2.068707482993197,0.0014131022355662831,0.024937098274699115,Target Gene Class C
WBGene00001163,AWA WBbt:0005670,efn-2,0.31963170009865177,1,3.1286008230452675,0,0,Target Gene Class A1
WBGene00015687,BDU WBbt:0006826,chdp-1,0.2094705688918119,1,4.773940345368917,0,0,Target Gene Class C
WBGene00000802,C WBbt:0003810,crt-1,0.4189411377836238,2,4.773940345368917,0,0,Target Gene Class C
WBGene00004737,C WBbt:0003810,scc-1,0.4189411377836238,2,4.773940345368917,0,0,Target Gene Class C
WBGene00019344,Caaaa WBbt:0005899,dhhc-10,0.2676751068727392,1,3.735872235872236,0,0,Target Gene Class B
WBGene00008726,cephalic sensillum WBbt:0006920,F13A7.11,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00020579,cephalic sensillum WBbt:0006920,T19D12.4,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00017449,cephalic sensillum WBbt:0006920,otpl-3,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00000522,cephalic sensillum WBbt:0006920,clc-1,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00002273,cephalic sensillum WBbt:0006920,lec-10,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00010658,cephalic sensillum WBbt:0006920,K08D8.4,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00015116,cephalic sensillum WBbt:0006920,paic-1,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00008422,cephalic sensillum WBbt:0006920,ecps-1,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00008199,cephalic sensillum WBbt:0006920,C49C3.9,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00001754,cephalic sensillum WBbt:0006920,gst-6,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00002271,cephalic sensillum WBbt:0006920,lec-8,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00018152,cephalic sensillum WBbt:0006920,acs-4,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00019564,cephalic sensillum WBbt:0006920,K09D9.1,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00000783,cephalic sensillum WBbt:0006920,cpr-3,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00004400,cephalic sensillum WBbt:0006920,rom-1,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00001770,cephalic sensillum WBbt:0006920,gst-22,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00002038,cephalic sensillum WBbt:0006920,hum-5,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00019844,cephalic sensillum WBbt:0006920,abts-4,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00010047,cephalic sensillum WBbt:0006920,F54D1.6,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00002274,cephalic sensillum WBbt:0006920,lec-11,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00019105,cephalic sensillum WBbt:0006920,asp-8,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00015955,cephalic sensillum WBbt:0006920,C18B2.4,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00021635,cephalic sensillum WBbt:0006920,Y47G6A.5,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00000302,cephalic sensillum WBbt:0006920,cav-2,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00019743,cephalic sensillum WBbt:0006920,nhr-203,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00019104,cephalic sensillum WBbt:0006920,asp-7,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00007694,cephalic sensillum WBbt:0006920,C23H4.6,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00010660,cephalic sensillum WBbt:0006920,K08D8.6,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00010828,cephalic sensillum WBbt:0006920,M02B1.3,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00012464,cephalic sensillum WBbt:0006920,arrd-7,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00044770,cephalic sensillum WBbt:0006920,C53C11.5,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00010641,cephalic sensillum WBbt:0006920,crml-1,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00015047,cephalic sensillum WBbt:0006920,faah-1,8.833278526800395,17,1.9245402427220608,6.448673972313013e-4,0.004718541930960741,Target Gene Class B
WBGene00008780,cephalic sheath cell WBbt:0008406,hxk-1,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00008726,cephalic sheath cell WBbt:0008406,F13A7.11,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00020579,cephalic sheath cell WBbt:0008406,T19D12.4,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00017449,cephalic sheath cell WBbt:0008406,otpl-3,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00000522,cephalic sheath cell WBbt:0008406,clc-1,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00002273,cephalic sheath cell WBbt:0008406,lec-10,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00007655,cephalic sheath cell WBbt:0008406,C17H1.2,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00010658,cephalic sheath cell WBbt:0008406,K08D8.4,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00015116,cephalic sheath cell WBbt:0008406,paic-1,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00008422,cephalic sheath cell WBbt:0008406,ecps-1,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00001758,cephalic sheath cell WBbt:0008406,gst-10,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00008584,cephalic sheath cell WBbt:0008406,irg-4,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00008199,cephalic sheath cell WBbt:0008406,C49C3.9,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00018138,cephalic sheath cell WBbt:0008406,folt-2,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00001754,cephalic sheath cell WBbt:0008406,gst-6,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00002271,cephalic sheath cell WBbt:0008406,lec-8,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00018152,cephalic sheath cell WBbt:0008406,acs-4,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00019564,cephalic sheath cell WBbt:0008406,K09D9.1,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00000783,cephalic sheath cell WBbt:0008406,cpr-3,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00004400,cephalic sheath cell WBbt:0008406,rom-1,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00001770,cephalic sheath cell WBbt:0008406,gst-22,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00002038,cephalic sheath cell WBbt:0008406,hum-5,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00019844,cephalic sheath cell WBbt:0008406,abts-4,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00010047,cephalic sheath cell WBbt:0008406,F54D1.6,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00002274,cephalic sheath cell WBbt:0008406,lec-11,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00018991,cephalic sheath cell WBbt:0008406,F56F11.4,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00018903,cephalic sheath cell WBbt:0008406,F55G1.7,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00019105,cephalic sheath cell WBbt:0008406,asp-8,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00018823,cephalic sheath cell WBbt:0008406,F54E2.1,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00015955,cephalic sheath cell WBbt:0008406,C18B2.4,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00009429,cephalic sheath cell WBbt:0008406,irg-5,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00021635,cephalic sheath cell WBbt:0008406,Y47G6A.5,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00000302,cephalic sheath cell WBbt:0008406,cav-2,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00019743,cephalic sheath cell WBbt:0008406,nhr-203,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00007605,cephalic sheath cell WBbt:0008406,hrg-7,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00019104,cephalic sheath cell WBbt:0008406,asp-7,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
WBGene00001413,cephalic sheath cell WBbt:0008406,fem-3,12.580730023018745,20,1.5897328663286108,0.005991112049318308,0.04179845615803471,Target Gene Class B
