Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Lipid metabolism	27	1.7285531370038414	8.734540522728347E-6	WBGENE00018398, WBGENE00020016, WBGENE00044468, WBGENE00018036, WBGENE00020517, WBGENE00003476, WBGENE00011932, WBGENE00001241, WBGENE00004036, WBGENE00006351, WBGENE00004893, WBGENE00010628, WBGENE00020366, WBGENE00016340, WBGENE00022642, WBGENE00013670, WBGENE00000212, WBGENE00010062, WBGENE00000213, WBGENE00001247, WBGENE00002044, WBGENE00001393, WBGENE00009773, WBGENE00017625, WBGENE00012375, WBGENE00016995, WBGENE00019965	1561	133	20248	2.63324550967425	0.0024601201169682785	3.075641051656564E-4	2.835697423513144E-4
UP_KEYWORDS	Hydrolase	94	6.017925736235595	8.939954922393064E-6	WBGENE00017881, WBGENE00022798, WBGENE00020016, WBGENE00017764, WBGENE00019105, WBGENE00044468, WBGENE00003995, WBGENE00004401, WBGENE00003476, WBGENE00017162, WBGENE00004801, WBGENE00001016, WBGENE00006624, WBGENE00003997, WBGENE00007444, WBGENE00004095, WBGENE00008451, WBGENE00017678, WBGENE00019619, WBGENE00019617, WBGENE00003828, WBGENE00016340, WBGENE00018364, WBGENE00022642, WBGENE00013670, WBGENE00019259, WBGENE00017431, WBGENE00000036, WBGENE00007700, WBGENE00003548, WBGENE00000799, WBGENE00017071, WBGENE00003546, WBGENE00006460, WBGENE00086546, WBGENE00020509, WBGENE00001055, WBGENE00009773, WBGENE00022010, WBGENE00013101, WBGENE00011364, WBGENE00008043, WBGENE00015048, WBGENE00008042, WBGENE00012059, WBGENE00019965, WBGENE00015680, WBGENE00022457, WBGENE00019322, WBGENE00019166, WBGENE00015047, WBGENE00017981, WBGENE00006923, WBGENE00009717, WBGENE00001598, WBGENE00006606, WBGENE00000783, WBGENE00003538, WBGENE00000786, WBGENE00000785, WBGENE00021601, WBGENE00006921, WBGENE00003580, WBGENE00008435, WBGENE00004036, WBGENE00010628, WBGENE00010308, WBGENE00016644, WBGENE00011511, WBGENE00011755, WBGENE00011953, WBGENE00002637, WBGENE00017775, WBGENE00017136, WBGENE00012681, WBGENE00000298, WBGENE00007605, WBGENE00008936, WBGENE00010062, WBGENE00000212, WBGENE00000214, WBGENE00004736, WBGENE00003922, WBGENE00000213, WBGENE00004020, WBGENE00004383, WBGENE00004063, WBGENE00010773, WBGENE00008149, WBGENE00007331, WBGENE00013764, WBGENE00016632, WBGENE00011146, WBGENE00017969	1561	769	20248	1.5855529240450548	0.0025179033076493385	3.075641051656564E-4	2.835697423513144E-4
UP_KEYWORDS	Nucleotide-binding	99	6.338028169014084	9.815875696776267E-6	WBGENE00001815, WBGENE00001812, WBGENE00016111, WBGENE00004007, WBGENE00002224, WBGENE00002222, WBGENE00004005, WBGENE00006941, WBGENE00007513, WBGENE00017162, WBGENE00002985, WBGENE00001016, WBGENE00002226, WBGENE00016509, WBGENE00016104, WBGENE00002190, WBGENE00002219, WBGENE00002979, WBGENE00016344, WBGENE00015376, WBGENE00000959, WBGENE00015650, WBGENE00002217, WBGENE00020504, WBGENE00003150, WBGENE00006786, WBGENE00004003, WBGENE00022010, WBGENE00019166, WBGENE00009919, WBGENE00018357, WBGENE00008948, WBGENE00002203, WBGENE00001598, WBGENE00001994, WBGENE00003411, WBGENE00006530, WBGENE00004076, WBGENE00000390, WBGENE00015116, WBGENE00015479, WBGENE00004859, WBGENE00017775, WBGENE00011272, WBGENE00007969, WBGENE00002038, WBGENE00020007, WBGENE00004736, WBGENE00001468, WBGENE00004063, WBGENE00004183, WBGENE00003374, WBGENE00018339, WBGENE00008780, WBGENE00004182, WBGENE00004060, WBGENE00003916, WBGENE00000407, WBGENE00017087, WBGENE00004727, WBGENE00000406, WBGENE00020131, WBGENE00014012, WBGENE00003996, WBGENE00003995, WBGENE00003997, WBGENE00007047, WBGENE00007444, WBGENE00006874, WBGENE00006351, WBGENE00020781, WBGENE00000518, WBGENE00001169, WBGENE00006579, WBGENE00021635, WBGENE00009335, WBGENE00008641, WBGENE00013709, WBGENE00014115, WBGENE00012059, WBGENE00017981, WBGENE00000067, WBGENE00001554, WBGENE00008599, WBGENE00006059, WBGENE00009326, WBGENE00000197, WBGENE00004033, WBGENE00002010, WBGENE00011352, WBGENE00002637, WBGENE00002879, WBGENE00001708, WBGENE00000298, WBGENE00001663, WBGENE00003048, WBGENE00000064, WBGENE00016995, WBGENE00010419	1561	823	20248	1.5603232809450902	0.0027642629021005227	3.075641051656564E-4	2.835697423513144E-4
UP_KEYWORDS	Oxidoreductase	46	2.9449423815621	2.077991884584909E-5	WBGENE00018413, WBGENE00016674, WBGENE00014098, WBGENE00018036, WBGENE00001993, WBGENE00010790, WBGENE00008829, WBGENE00020812, WBGENE00001480, WBGENE00004256, WBGENE00012608, WBGENE00001262, WBGENE00015512, WBGENE00016943, WBGENE00011672, WBGENE00011673, WBGENE00016204, WBGENE00012983, WBGENE00011675, WBGENE00011698, WBGENE00020366, WBGENE00022887, WBGENE00019473, WBGENE00015057, WBGENE00013650, WBGENE00020386, WBGENE00008519, WBGENE00004931, WBGENE00000375, WBGENE00000111, WBGENE00002497, WBGENE00009824, WBGENE00001843, WBGENE00018262, WBGENE00001501, WBGENE00020821, WBGENE00000116, WBGENE00009435, WBGENE00002162, WBGENE00008127, WBGENE00001393, WBGENE00012375, WBGENE00011045, WBGENE00010778, WBGENE00017429, WBGENE00019967	1561	306	20248	1.949914794019252	0.005842861700837476	5.078657279375062E-4	4.6824499738919016E-4
UP_KEYWORDS	Zinc	92	5.8898847631242	2.1038300060443964E-5	WBGENE00019742, WBGENE00017961, WBGENE00003633, WBGENE00003710, WBGENE00016190, WBGENE00003632, WBGENE00000245, WBGENE00003476, WBGENE00003630, WBGENE00003636, WBGENE00003559, WBGENE00003635, WBGENE00004801, WBGENE00003678, WBGENE00009503, WBGENE00003640, WBGENE00003089, WBGENE00003682, WBGENE00017238, WBGENE00044070, WBGENE00013236, WBGENE00017671, WBGENE00003628, WBGENE00003627, WBGENE00015250, WBGENE00000959, WBGENE00020460, WBGENE00018367, WBGENE00005008, WBGENE00003621, WBGENE00007029, WBGENE00003626, WBGENE00003625, WBGENE00003548, WBGENE00003546, WBGENE00015926, WBGENE00016975, WBGENE00009050, WBGENE00021522, WBGENE00021721, WBGENE00016173, WBGENE00020153, WBGENE00018357, WBGENE00013584, WBGENE00019883, WBGENE00010790, WBGENE00003611, WBGENE00000265, WBGENE00006648, WBGENE00001158, WBGENE00000264, WBGENE00006407, WBGENE00003654, WBGENE00001598, WBGENE00003697, WBGENE00004786, WBGENE00003652, WBGENE00003538, WBGENE00269434, WBGENE00008901, WBGENE00008830, WBGENE00008876, WBGENE00003661, WBGENE00004035, WBGENE00000197, WBGENE00003021, WBGENE00004033, WBGENE00000908, WBGENE00002637, WBGENE00003649, WBGENE00003605, WBGENE00001824, WBGENE00006839, WBGENE00019116, WBGENE00017136, WBGENE00021495, WBGENE00003688, WBGENE00000298, WBGENE00003600, WBGENE00003687, WBGENE00003643, WBGENE00000212, WBGENE00003725, WBGENE00003846, WBGENE00004857, WBGENE00000213, WBGENE00003646, WBGENE00003691, WBGENE00001194, WBGENE00010012, WBGENE00016632, WBGENE00018539	1561	765	20248	1.5599318352154017	0.005915298347528131	5.078657279375062E-4	4.6824499738919016E-4
UP_KEYWORDS	Kinase	52	3.329065300896287	2.1611307571808775E-5	WBGENE00020135, WBGENE00003916, WBGENE00000407, WBGENE00004727, WBGENE00000406, WBGENE00016111, WBGENE00014012, WBGENE00006941, WBGENE00006820, WBGENE00007047, WBGENE00002192, WBGENE00002190, WBGENE00000514, WBGENE00000517, WBGENE00002979, WBGENE00015376, WBGENE00000959, WBGENE00000518, WBGENE00015650, WBGENE00006579, WBGENE00020504, WBGENE00021635, WBGENE00003150, WBGENE00006786, WBGENE00013709, WBGENE00020631, WBGENE00008948, WBGENE00001994, WBGENE00002203, WBGENE00021527, WBGENE00007977, WBGENE00008599, WBGENE00006410, WBGENE00009326, WBGENE00004033, WBGENE00011352, WBGENE00011232, WBGENE00021534, WBGENE00002879, WBGENE00004859, WBGENE00012162, WBGENE00001708, WBGENE00011272, WBGENE00003048, WBGENE00020007, WBGENE00001468, WBGENE00010776, WBGENE00004183, WBGENE00004068, WBGENE00003374, WBGENE00008780, WBGENE00004182	1561	363	20248	1.8581293689324672	0.0060759210713620115	5.078657279375062E-4	4.6824499738919016E-4
UP_SEQ_FEATURE	splice variant	75	4.801536491677337	3.538374309086553E-5	WBGENE00017881, WBGENE00003916, WBGENE00004727, WBGENE00004804, WBGENE00022673, WBGENE00004929, WBGENE00003476, WBGENE00003630, WBGENE00006787, WBGENE00006820, WBGENE00016073, WBGENE00001613, WBGENE00002985, WBGENE00006751, WBGENE00006951, WBGENE00006874, WBGENE00004095, WBGENE00004013, WBGENE00003243, WBGENE00006792, WBGENE00006595, WBGENE00002190, WBGENE00003628, WBGENE00003627, WBGENE00000912, WBGENE00017553, WBGENE00008519, WBGENE00005008, WBGENE00006816, WBGENE00004318, WBGENE00003625, WBGENE00006579, WBGENE00000799, WBGENE00002215, WBGENE00020821, WBGENE00010796, WBGENE00003150, WBGENE00016977, WBGENE00016011, WBGENE00001516, WBGENE00009919, WBGENE00011240, WBGENE00015088, WBGENE00006923, WBGENE00003214, WBGENE00003654, WBGENE00002203, WBGENE00000465, WBGENE00004109, WBGENE00006920, WBGENE00001038, WBGENE00006767, WBGENE00006768, WBGENE00000149, WBGENE00006575, WBGENE00004350, WBGENE00002056, WBGENE00001000, WBGENE00002054, WBGENE00004033, WBGENE00011352, WBGENE00010428, WBGENE00015350, WBGENE00017775, WBGENE00003600, WBGENE00003687, WBGENE00001620, WBGENE00003048, WBGENE00003003, WBGENE00022748, WBGENE00001194, WBGENE00008149, WBGENE00015942, WBGENE00010419, WBGENE00011146	327	499	3383	1.5549447518890995	0.02777299525428678	0.028200843243419826	0.028200843243419826
UP_KEYWORDS	Transcription regulation	67	4.289372599231754	4.9263019728370785E-5	WBGENE00019742, WBGENE00020015, WBGENE00004804, WBGENE00017961, WBGENE00003633, WBGENE00003710, WBGENE00001851, WBGENE00003632, WBGENE00003630, WBGENE00003636, WBGENE00003635, WBGENE00006943, WBGENE00001259, WBGENE00003678, WBGENE00003640, WBGENE00004013, WBGENE00003682, WBGENE00018849, WBGENE00021237, WBGENE00020189, WBGENE00003628, WBGENE00003627, WBGENE00000912, WBGENE00020460, WBGENE00005008, WBGENE00003621, WBGENE00007029, WBGENE00003626, WBGENE00003625, WBGENE00006579, WBGENE00000238, WBGENE00020821, WBGENE00009899, WBGENE00016975, WBGENE00021522, WBGENE00001957, WBGENE00020153, WBGENE00013584, WBGENE00019883, WBGENE00003611, WBGENE00006648, WBGENE00003654, WBGENE00003697, WBGENE00004786, WBGENE00003652, WBGENE00008901, WBGENE00008549, WBGENE00008830, WBGENE00003661, WBGENE00000908, WBGENE00016408, WBGENE00003649, WBGENE00003605, WBGENE00019116, WBGENE00003688, WBGENE00003600, WBGENE00003687, WBGENE00003643, WBGENE00003003, WBGENE00003725, WBGENE00003846, WBGENE00004857, WBGENE00003646, WBGENE00003691, WBGENE00001194, WBGENE00010012, WBGENE00018539	1561	523	20248	1.6616989403517626	0.013796458123104482	0.0010686285818000433	9.852603945674156E-4
GOTERM_MF_DIRECT	GO:0003824~catalytic activity	61	3.905249679897567	5.9574442626982595E-5	WBGENE00020135, WBGENE00022798, WBGENE00020256, WBGENE00019022, WBGENE00016630, WBGENE00016674, WBGENE00020139, WBGENE00013080, WBGENE00011932, WBGENE00006351, WBGENE00020382, WBGENE00011893, WBGENE00015778, WBGENE00000239, WBGENE00017671, WBGENE00020343, WBGENE00018963, WBGENE00015057, WBGENE00013670, WBGENE00001564, WBGENE00006418, WBGENE00010083, WBGENE00017071, WBGENE00009138, WBGENE00004040, WBGENE00006460, WBGENE00009177, WBGENE00009334, WBGENE00015204, WBGENE00019965, WBGENE00018398, WBGENE00022059, WBGENE00018357, WBGENE00003214, WBGENE00001794, WBGENE00008669, WBGENE00020831, WBGENE00004076, WBGENE00011679, WBGENE00012407, WBGENE00007143, WBGENE00013575, WBGENE00015116, WBGENE00010628, WBGENE00017776, WBGENE00012326, WBGENE00011953, WBGENE00017012, WBGENE00021215, WBGENE00018269, WBGENE00012362, WBGENE00007969, WBGENE00000298, WBGENE00021817, WBGENE00009628, WBGENE00009952, WBGENE00001152, WBGENE00016558, WBGENE00016995, WBGENE00014258, WBGENE00016716	940	367	9479	1.67609426633428	0.0387291155378503	0.02994477508470306	0.029718947218302587
GOTERM_BP_DIRECT	GO:0008152~metabolic process	133	8.51472471190781	8.278678596963373E-5	WBGENE00019465, WBGENE00001815, WBGENE00001812, WBGENE00017443, WBGENE00011340, WBGENE00004007, WBGENE00002224, WBGENE00002222, WBGENE00004005, WBGENE00008602, WBGENE00019580, WBGENE00004801, WBGENE00002226, WBGENE00007637, WBGENE00013080, WBGENE00015938, WBGENE00004095, WBGENE00012948, WBGENE00008451, WBGENE00021392, WBGENE00020343, WBGENE00002219, WBGENE00016620, WBGENE00017431, WBGENE00002217, WBGENE00009801, WBGENE00002215, WBGENE00009138, WBGENE00011725, WBGENE00013904, WBGENE00004003, WBGENE00020509, WBGENE00015369, WBGENE00007072, WBGENE00022010, WBGENE00019965, WBGENE00013900, WBGENE00001757, WBGENE00020472, WBGENE00018357, WBGENE00008948, WBGENE00003411, WBGENE00008669, WBGENE00045419, WBGENE00006530, WBGENE00013575, WBGENE00015116, WBGENE00010902, WBGENE00016204, WBGENE00020366, WBGENE00017012, WBGENE00001749, WBGENE00022781, WBGENE00012362, WBGENE00007969, WBGENE00019270, WBGENE00008936, WBGENE00002038, WBGENE00004736, WBGENE00004063, WBGENE00007175, WBGENE00007331, WBGENE00018339, WBGENE00016558, WBGENE00004060, WBGENE00016716, WBGENE00011423, WBGENE00013602, WBGENE00016670, WBGENE00022798, WBGENE00020256, WBGENE00019022, WBGENE00014098, WBGENE00003996, WBGENE00003995, WBGENE00000245, WBGENE00020139, WBGENE00020812, WBGENE00003997, WBGENE00007444, WBGENE00006874, WBGENE00006351, WBGENE00012907, WBGENE00016943, WBGENE00044071, WBGENE00020382, WBGENE00013670, WBGENE00016145, WBGENE00001564, WBGENE00000111, WBGENE00003982, WBGENE00007700, WBGENE00007824, WBGENE00017071, WBGENE00000116, WBGENE00008485, WBGENE00015204, WBGENE00016657, WBGENE00011364, WBGENE00015048, WBGENE00015047, WBGENE00016892, WBGENE00016650, WBGENE00008629, WBGENE00020831, WBGENE00011515, WBGENE00010665, WBGENE00018708, WBGENE00007143, WBGENE00019516, WBGENE00013379, WBGENE00019515, WBGENE00012323, WBGENE00016644, WBGENE00012326, WBGENE00021534, WBGENE00002637, WBGENE00017334, WBGENE00018269, WBGENE00000298, WBGENE00001663, WBGENE00000212, WBGENE00000213, WBGENE00001786, WBGENE00009952, WBGENE00004020, WBGENE00008222, WBGENE00001152, WBGENE00016995, WBGENE00018657, WBGENE00018811, WBGENE00018931, WBGENE00017329	1056	1063	11627	1.3775968171840702	0.09171968175243617	0.024049561324178598	0.02388398775223933
UP_KEYWORDS	Cytoplasm	81	5.185659411011524	1.1599262796263686E-4	WBGENE00003916, WBGENE00000407, WBGENE00001978, WBGENE00004727, WBGENE00004804, WBGENE00020097, WBGENE00003476, WBGENE00000247, WBGENE00003559, WBGENE00006943, WBGENE00007047, WBGENE00016509, WBGENE00006874, WBGENE00003442, WBGENE00006351, WBGENE00007561, WBGENE00006352, WBGENE00002190, WBGENE00021237, WBGENE00003903, WBGENE00000912, WBGENE00016344, WBGENE00017431, WBGENE00001169, WBGENE00001122, WBGENE00006816, WBGENE00006732, WBGENE00001689, WBGENE00004318, WBGENE00006734, WBGENE00000238, WBGENE00002215, WBGENE00011647, WBGENE00007236, WBGENE00003150, WBGENE00086546, WBGENE00002067, WBGENE00008288, WBGENE00013709, WBGENE00011045, WBGENE00012972, WBGENE00014115, WBGENE00001957, WBGENE00003858, WBGENE00004749, WBGENE00001516, WBGENE00018357, WBGENE00011240, WBGENE00019883, WBGENE00003457, WBGENE00000265, WBGENE00001554, WBGENE00002203, WBGENE00001598, WBGENE00006920, WBGENE00008748, WBGENE00000942, WBGENE00003458, WBGENE00006530, WBGENE00006575, WBGENE00006730, WBGENE00002055, WBGENE00002056, WBGENE00000073, WBGENE00001000, WBGENE00000197, WBGENE00002054, WBGENE00016204, WBGENE00002879, WBGENE00017775, WBGENE00017136, WBGENE00003048, WBGENE00004857, WBGENE00003922, WBGENE00003009, WBGENE00000140, WBGENE00003497, WBGENE00000064, WBGENE00010890, WBGENE00016995, WBGENE00010778	1561	684	20248	1.5360598806433121	0.03218257331124297	0.002336422934675971	0.002154148805020399
GOTERM_MF_DIRECT	GO:0016740~transferase activity	116	7.426376440460948	1.1758675119857707E-4	WBGENE00020696, WBGENE00019465, WBGENE00011340, WBGENE00006941, WBGENE00006820, WBGENE00008602, WBGENE00019580, WBGENE00007637, WBGENE00015938, WBGENE00002192, WBGENE00012948, WBGENE00004893, WBGENE00010408, WBGENE00015778, WBGENE00020189, WBGENE00015376, WBGENE00000959, WBGENE00016620, WBGENE00015650, WBGENE00020504, WBGENE00001247, WBGENE00013904, WBGENE00003150, WBGENE00006786, WBGENE00015369, WBGENE00007072, WBGENE00010759, WBGENE00015522, WBGENE00013900, WBGENE00001638, WBGENE00001757, WBGENE00015124, WBGENE00018357, WBGENE00017300, WBGENE00008948, WBGENE00002203, WBGENE00001994, WBGENE00001752, WBGENE00006402, WBGENE00045419, WBGENE00001241, WBGENE00016204, WBGENE00017776, WBGENE00001749, WBGENE00004859, WBGENE00015074, WBGENE00011272, WBGENE00022781, WBGENE00020007, WBGENE00009628, WBGENE00001468, WBGENE00012999, WBGENE00004183, WBGENE00002044, WBGENE00007175, WBGENE00003374, WBGENE00016558, WBGENE00008780, WBGENE00017765, WBGENE00003916, WBGENE00000407, WBGENE00004727, WBGENE00000406, WBGENE00019546, WBGENE00014012, WBGENE00000761, WBGENE00020139, WBGENE00007047, WBGENE00011932, WBGENE00005020, WBGENE00005026, WBGENE00012907, WBGENE00009586, WBGENE00021075, WBGENE00044071, WBGENE00000518, WBGENE00001564, WBGENE00007029, WBGENE00006579, WBGENE00021635, WBGENE00008485, WBGENE00009177, WBGENE00013709, WBGENE00017625, WBGENE00014115, WBGENE00018398, WBGENE00003858, WBGENE00019883, WBGENE00008629, WBGENE00003214, WBGENE00001794, WBGENE00020831, WBGENE00008599, WBGENE00011515, WBGENE00018708, WBGENE00009326, WBGENE00004033, WBGENE00011352, WBGENE00019516, WBGENE00019515, WBGENE00012323, WBGENE00016408, WBGENE00012205, WBGENE00021534, WBGENE00002879, WBGENE00001708, WBGENE00020683, WBGENE00015793, WBGENE00003048, WBGENE00001786, WBGENE00009952, WBGENE00016995, WBGENE00018657, WBGENE00018811, WBGENE00018931, WBGENE00017329	940	836	9479	1.3992212155146087	0.07500282907743816	0.02994477508470306	0.029718947218302587
GOTERM_MF_DIRECT	GO:0046872~metal ion binding	189	12.099871959026888	1.3549671984028534E-4	WBGENE00019742, WBGENE00022598, WBGENE00018413, WBGENE00017961, WBGENE00003710, WBGENE00016190, WBGENE00004401, WBGENE00003559, WBGENE00002985, WBGENE00004801, WBGENE00003678, WBGENE00007637, WBGENE00004096, WBGENE00016509, WBGENE00012948, WBGENE00004256, WBGENE00003682, WBGENE00013236, WBGENE00011698, WBGENE00017430, WBGENE00017671, WBGENE00015250, WBGENE00016344, WBGENE00020460, WBGENE00016620, WBGENE00018367, WBGENE00010083, WBGENE00003548, WBGENE00003546, WBGENE00006786, WBGENE00015926, WBGENE00000285, WBGENE00016975, WBGENE00022010, WBGENE00019967, WBGENE00001638, WBGENE00021721, WBGENE00016173, WBGENE00019166, WBGENE00018357, WBGENE00043995, WBGENE00013584, WBGENE00000265, WBGENE00001993, WBGENE00006648, WBGENE00003654, WBGENE00001598, WBGENE00000264, WBGENE00006407, WBGENE00008829, WBGENE00004862, WBGENE00003652, WBGENE00003538, WBGENE00006767, WBGENE00011679, WBGENE00008830, WBGENE00004076, WBGENE00003661, WBGENE00003021, WBGENE00011672, WBGENE00011673, WBGENE00017776, WBGENE00011675, WBGENE00011830, WBGENE00011953, WBGENE00020763, WBGENE00001867, WBGENE00003649, WBGENE00017775, WBGENE00017136, WBGENE00015110, WBGENE00000375, WBGENE00008936, WBGENE00003643, WBGENE00004857, WBGENE00004736, WBGENE00003646, WBGENE00001501, WBGENE00001194, WBGENE00002162, WBGENE00004063, WBGENE00008149, WBGENE00003374, WBGENE00011661, WBGENE00011146, WBGENE00003916, WBGENE00022798, WBGENE00000407, WBGENE00004727, WBGENE00000406, WBGENE00020131, WBGENE00014012, WBGENE00003633, WBGENE00003632, WBGENE00000245, WBGENE00003630, WBGENE00003476, WBGENE00003636, WBGENE00003635, WBGENE00007047, WBGENE00009503, WBGENE00003480, WBGENE00003640, WBGENE00005026, WBGENE00003089, WBGENE00017757, WBGENE00044071, WBGENE00017238, WBGENE00044070, WBGENE00012983, WBGENE00019014, WBGENE00003628, WBGENE00003627, WBGENE00018963, WBGENE00015057, WBGENE00000518, WBGENE00020386, WBGENE00008519, WBGENE00005008, WBGENE00003621, WBGENE00002497, WBGENE00003626, WBGENE00007029, WBGENE00001843, WBGENE00003625, WBGENE00020942, WBGENE00020821, WBGENE00012735, WBGENE00006460, WBGENE00014115, WBGENE00009050, WBGENE00017342, WBGENE00021522, WBGENE00020153, WBGENE00019883, WBGENE00017981, WBGENE00018036, WBGENE00010790, WBGENE00003611, WBGENE00001158, WBGENE00001037, WBGENE00001554, WBGENE00003697, WBGENE00004786, WBGENE00020831, WBGENE00008901, WBGENE00003580, WBGENE00008876, WBGENE00004036, WBGENE00012608, WBGENE00000197, WBGENE00004033, WBGENE00000908, WBGENE00015796, WBGENE00010308, WBGENE00016407, WBGENE00002637, WBGENE00003605, WBGENE00019473, WBGENE00001824, WBGENE00021254, WBGENE00006839, WBGENE00019116, WBGENE00013650, WBGENE00021495, WBGENE00000298, WBGENE00003600, WBGENE00001663, WBGENE00004931, WBGENE00003688, WBGENE00003687, WBGENE00000212, WBGENE00003048, WBGENE00003564, WBGENE00003960, WBGENE00018262, WBGENE00003725, WBGENE00003846, WBGENE00000213, WBGENE00021931, WBGENE00003691, WBGENE00004383, WBGENE00010012, WBGENE00001030, WBGENE00022592, WBGENE00012277, WBGENE00016995, WBGENE00016632, WBGENE00018539	940	1492	9479	1.2774021732930239	0.08592295057795307	0.02994477508470306	0.029718947218302587
GOTERM_CC_DIRECT	GO:0005829~cytosol	45	2.880921895006402	1.6272790506191136E-4	WBGENE00019322, WBGENE00004927, WBGENE00000407, WBGENE00016630, WBGENE00016674, WBGENE00018357, WBGENE00014098, WBGENE00016892, WBGENE00008948, WBGENE00006941, WBGENE00004922, WBGENE00006767, WBGENE00006751, WBGENE00008018, WBGENE00006730, WBGENE00000390, WBGENE00004194, WBGENE00000197, WBGENE00006352, WBGENE00004033, WBGENE00015116, WBGENE00015512, WBGENE00002190, WBGENE00016408, WBGENE00010427, WBGENE00021237, WBGENE00021534, WBGENE00002879, WBGENE00000912, WBGENE00015057, WBGENE00006839, WBGENE00011272, WBGENE00015551, WBGENE00003621, WBGENE00010083, WBGENE00000238, WBGENE00002215, WBGENE00002980, WBGENE00001030, WBGENE00006364, WBGENE00018339, WBGENE00016995, WBGENE00008780, WBGENE00016632, WBGENE00014258	930	307	11373	1.792529158348219	0.04935302191397639	0.030658675820040317	0.03026435201528095
KEGG_PATHWAY	cel04142:Lysosome	17	1.088348271446863	1.895672744486426E-4	WBGENE00016340, WBGENE00003828, WBGENE00022642, WBGENE00000539, WBGENE00000212, WBGENE00010062, WBGENE00000783, WBGENE00020507, WBGENE00000213, WBGENE00000785, WBGENE00004878, WBGENE00000788, WBGENE00000799, WBGENE00006768, WBGENE00003053, WBGENE00020509, WBGENE00016258	232	78	3022	2.838969938107869	0.020267012734798806	0.0102366328202267	0.009667930996880772
GOTERM_CC_DIRECT	GO:0044841~gut granule membrane	5	0.3201024327784891	2.0688239801643947E-4	WBGENE00003053, WBGENE00011083, WBGENE00010341, WBGENE00003996, WBGENE00011821	930	5	11373	12.229032258064517	0.06232050877075035	0.030658675820040317	0.03026435201528095
UP_KEYWORDS	Zinc-finger	68	4.353393085787452	2.119204851562636E-4	WBGENE00019742, WBGENE00017961, WBGENE00003633, WBGENE00003710, WBGENE00016190, WBGENE00003632, WBGENE00003476, WBGENE00003630, WBGENE00003636, WBGENE00003559, WBGENE00003635, WBGENE00003678, WBGENE00003640, WBGENE00003682, WBGENE00017238, WBGENE00044070, WBGENE00013236, WBGENE00003628, WBGENE00003627, WBGENE00000959, WBGENE00020460, WBGENE00005008, WBGENE00003621, WBGENE00007029, WBGENE00003626, WBGENE00003625, WBGENE00015926, WBGENE00016975, WBGENE00009050, WBGENE00021522, WBGENE00021721, WBGENE00016173, WBGENE00020153, WBGENE00013584, WBGENE00003611, WBGENE00000265, WBGENE00006648, WBGENE00000264, WBGENE00003654, WBGENE00001598, WBGENE00003697, WBGENE00004786, WBGENE00003652, WBGENE00269434, WBGENE00008901, WBGENE00008830, WBGENE00008876, WBGENE00003661, WBGENE00003021, WBGENE00004033, WBGENE00000908, WBGENE00002637, WBGENE00003649, WBGENE00003605, WBGENE00001824, WBGENE00019116, WBGENE00021495, WBGENE00003688, WBGENE00003600, WBGENE00003687, WBGENE00003643, WBGENE00003725, WBGENE00003846, WBGENE00003646, WBGENE00003691, WBGENE00001194, WBGENE00010012, WBGENE00018539	1561	560	20248	1.575070925231079	0.05801686697529784	0.003984105120937755	0.0036732884093752353
GOTERM_BP_DIRECT	GO:0016310~phosphorylation	53	3.3930857874519846	2.1289011457879467E-4	WBGENE00020135, WBGENE00003916, WBGENE00000407, WBGENE00004727, WBGENE00000406, WBGENE00014012, WBGENE00006941, WBGENE00006820, WBGENE00007047, WBGENE00002192, WBGENE00011893, WBGENE00000514, WBGENE00000517, WBGENE00002979, WBGENE00015376, WBGENE00000959, WBGENE00000518, WBGENE00015650, WBGENE00006579, WBGENE00020504, WBGENE00021635, WBGENE00009335, WBGENE00003150, WBGENE00006786, WBGENE00013709, WBGENE00020631, WBGENE00008948, WBGENE00001994, WBGENE00002203, WBGENE00021527, WBGENE00007977, WBGENE00008599, WBGENE00006410, WBGENE00009326, WBGENE00004033, WBGENE00011352, WBGENE00011232, WBGENE00022501, WBGENE00021534, WBGENE00002879, WBGENE00004859, WBGENE00012162, WBGENE00001708, WBGENE00011272, WBGENE00003048, WBGENE00020007, WBGENE00001468, WBGENE00010776, WBGENE00004183, WBGENE00004068, WBGENE00003374, WBGENE00008780, WBGENE00004182	1056	348	11627	1.6768738026819923	0.2191753303856675	0.049475662628111886	0.04913503844478581
