Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Alternative splicing	28	7.650273224043716	3.4290465168951626E-4	WBGENE00003936, WBGENE00022697, WBGENE00020114, WBGENE00011480, WBGENE00006868, WBGENE00001630, WBGENE00003830, WBGENE00001411, WBGENE00004946, WBGENE00017381, WBGENE00006745, WBGENE00000886, WBGENE00006498, WBGENE00004013, WBGENE00003242, WBGENE00016201, WBGENE00000518, WBGENE00004777, WBGENE00004215, WBGENE00006815, WBGENE00000410, WBGENE00019493, WBGENE00001842, WBGENE00005077, WBGENE00003030, WBGENE00006863, WBGENE00000186, WBGENE00008443	366	728	20248	2.1277847835224883	0.056636678251278605	0.019431263595739254	0.019088358944049737
INTERPRO	IPR003598:Immunoglobulin subtype 2	7	1.912568306010929	4.5547141985596325E-4	WBGENE00004729, WBGENE00003242, WBGENE00004732, WBGENE00004215, WBGENE00017184, WBGENE00001863, WBGENE00006745	284	51	14476	6.996133664733499	0.22553102274806558	0.06387986663479885	0.06376599877983485
INTERPRO	IPR003961:Fibronectin, type III	6	1.639344262295082	0.0014447230979278405	WBGENE00004729, WBGENE00006868, WBGENE00004732, WBGENE00004215, WBGENE00017184, WBGENE00016539	284	43	14476	7.112348509662627	0.5556202054259406	0.1620979315875037	0.16180898696791812
GOTERM_BP_DIRECT	GO:0007399~nervous system development	8	2.185792349726776	0.0016707835261147849	WBGENE00022697, WBGENE00001484, WBGENE00004215, WBGENE00006815, WBGENE00003047, WBGENE00011279, WBGENE00017381, WBGENE00003018	252	80	11627	4.613888888888889	0.5496049810611541	0.15939274839135048	0.1577219648652357
SMART	SM00408:IGc2	7	1.912568306010929	0.0017934739664754163	WBGENE00004729, WBGENE00003242, WBGENE00004732, WBGENE00004215, WBGENE00017184, WBGENE00001863, WBGENE00006745	147	51	5688	5.310924369747899	0.2123852417485892	0.11926601877061518	0.11926601877061518
UP_KEYWORDS	Glycoprotein	21	5.737704918032787	0.0020042754889637053	WBGENE00001638, WBGENE00018365, WBGENE00012182, WBGENE00011480, WBGENE00006868, WBGENE00001630, WBGENE00004777, WBGENE00003104, WBGENE00004215, WBGENE00000168, WBGENE00007139, WBGENE00004902, WBGENE00017381, WBGENE00006745, WBGENE00001842, WBGENE00006863, WBGENE00015519, WBGENE00003242, WBGENE00003170, WBGENE00016913, WBGENE00004092	366	540	20248	2.151426836672738	0.28898997205552623	0.08518170828095747	0.0836785016642347
GOTERM_BP_DIRECT	GO:0043171~peptide catabolic process	5	1.366120218579235	0.002180668627150916	WBGENE00022176, WBGENE00013166, WBGENE00007509, WBGENE00011587, WBGENE00007139	252	26	11627	8.872863247863247	0.6470097099722225	0.17336315585849782	0.17154593200253873
SMART	SM00060:FN3	6	1.639344262295082	0.003318857006993878	WBGENE00004729, WBGENE00006868, WBGENE00004732, WBGENE00004215, WBGENE00017184, WBGENE00016539	147	40	5688	5.804081632653061	0.35734168740421257	0.14713599397672858	0.14713599397672858
GOTERM_BP_DIRECT	GO:0040039~inductive cell migration	10	2.73224043715847	0.004002301824326848	WBGENE00005077, WBGENE00006498, WBGENE00006852, WBGENE00018369, WBGENE00003242, WBGENE00003792, WBGENE00013682, WBGENE00006868, WBGENE00018932, WBGENE00006745	252	144	11627	3.2040895061728394	0.8523526453963147	0.2651175076333089	0.2623384981193329
GOTERM_BP_DIRECT	GO:0097376~interneuron axon guidance	3	0.819672131147541	0.004446415222361575	WBGENE00003006, WBGENE00001475, WBGENE00017381	252	5	11627	27.683333333333334	0.8806469504682111	0.2651175076333089	0.2623384981193329
UP_KEYWORDS	Manganese	7	1.912568306010929	0.005165203446659192	WBGENE00005077, WBGENE00001638, WBGENE00006863, WBGENE00020088, WBGENE00003578, WBGENE00001630, WBGENE00009440	366	88	20248	4.400645802285147	0.5853664529400802	0.12761066872032176	0.12535871574290433
UP_KEYWORDS	Immunoglobulin domain	5	1.366120218579235	0.00519429682242964	WBGENE00004729, WBGENE00004370, WBGENE00003242, WBGENE00004215, WBGENE00006745	366	39	20248	7.092615945074962	0.5874227399420906	0.12761066872032176	0.12535871574290433
UP_KEYWORDS	ATP-binding	23	6.284153005464481	0.005254556947307367	WBGENE00001815, WBGENE00002219, WBGENE00011480, WBGENE00000518, WBGENE00011580, WBGENE00001816, WBGENE00006868, WBGENE00006814, WBGENE00004258, WBGENE00000410, WBGENE00020007, WBGENE00004506, WBGENE00019493, WBGENE00017381, WBGENE00001338, WBGENE00006416, WBGENE00000512, WBGENE00005077, WBGENE00003393, WBGENE00003030, WBGENE00010015, WBGENE00000186, WBGENE00020184	366	670	20248	1.89912731424843	0.59164966799307	0.12761066872032176	0.12535871574290433
INTERPRO	IPR023088:3'5'-cyclic nucleotide phosphodiesterase	3	0.819672131147541	0.005423546640018128	WBGENE00020114, WBGENE00008443, WBGENE00011433	284	6	14476	25.485915492957744	0.9526832293573818	0.38032620813127127	0.379648264801269
INTERPRO	IPR002073:3'5'-cyclic nucleotide phosphodiesterase, catalytic domain	3	0.819672131147541	0.005423546640018128	WBGENE00020114, WBGENE00008443, WBGENE00011433	284	6	14476	25.485915492957744	0.9526832293573818	0.38032620813127127	0.379648264801269
INTERPRO	IPR023174:3'5'-cyclic nucleotide phosphodiesterase, conserved site	3	0.819672131147541	0.005423546640018128	WBGENE00020114, WBGENE00008443, WBGENE00011433	284	6	14476	25.485915492957744	0.9526832293573818	0.38032620813127127	0.379648264801269
GOTERM_BP_DIRECT	GO:0009792~embryo development ending in birth or egg hatching	86	23.497267759562842	0.005951974798540187	WBGENE00004729, WBGENE00016356, WBGENE00013682, WBGENE00001773, WBGENE00019380, WBGENE00006868, WBGENE00020417, WBGENE00000168, WBGENE00000566, WBGENE00001338, WBGENE00017280, WBGENE00007686, WBGENE00016948, WBGENE00004013, WBGENE00009342, WBGENE00003242, WBGENE00017119, WBGENE00013632, WBGENE00010405, WBGENE00018365, WBGENE00003905, WBGENE00000517, WBGENE00002219, WBGENE00018369, WBGENE00013792, WBGENE00009926, WBGENE00020502, WBGENE00000995, WBGENE00015092, WBGENE00001842, WBGENE00006416, WBGENE00003030, WBGENE00003393, WBGENE00006863, WBGENE00003112, WBGENE00003792, WBGENE00011121, WBGENE00012015, WBGENE00020950, WBGENE00002804, WBGENE00020112, WBGENE00003936, WBGENE00011480, WBGENE00011043, WBGENE00001630, WBGENE00006648, WBGENE00006924, WBGENE00001232, WBGENE00004786, WBGENE00004506, WBGENE00004946, WBGENE00007139, WBGENE00019162, WBGENE00020679, WBGENE00003018, WBGENE00015916, WBGENE00006498, WBGENE00006698, WBGENE00006331, WBGENE00022141, WBGENE00009440, WBGENE00021732, WBGENE00022301, WBGENE00001906, WBGENE00016520, WBGENE00016442, WBGENE00011908, WBGENE00004732, WBGENE00044318, WBGENE00000410, WBGENE00003047, WBGENE00001942, WBGENE00004978, WBGENE00004735, WBGENE00000776, WBGENE00005077, WBGENE00011625, WBGENE00013406, WBGENE00010015, WBGENE00000461, WBGENE00000186, WBGENE00016118, WBGENE00020090, WBGENE00016913, WBGENE00012479, WBGENE00010579	252	3091	11627	1.2837089758797944	0.9420152223462162	0.3154546643226299	0.31214801165677425
GOTERM_BP_DIRECT	GO:0010172~embryonic body morphogenesis	5	1.366120218579235	0.0072610720858062115	WBGENE00003393, WBGENE00006498, WBGENE00000439, WBGENE00006868, WBGENE00004215	252	36	11627	6.408179012345679	0.9690742795202504	0.3463531384929563	0.3427226024500532
INTERPRO	IPR008979:Galactose-binding domain-like	5	1.366120218579235	0.008204102578746725	WBGENE00013693, WBGENE00006868, WBGENE00010160, WBGENE00016913, WBGENE00017381	284	41	14476	6.216076949501889	0.9901618259021696	0.5113890607418793	0.5104774937886851
GOTERM_BP_DIRECT	GO:0048675~axon extension	5	1.366120218579235	0.008799123434993417	WBGENE00004729, WBGENE00006780, WBGENE00006770, WBGENE00016539, WBGENE00006745	252	38	11627	6.070906432748537	0.9852388519371507	0.3815619889538055	0.3775623873924448
INTERPRO	IPR013098:Immunoglobulin I-set	5	1.366120218579235	0.009698987385934776	WBGENE00004729, WBGENE00004732, WBGENE00004215, WBGENE00017184, WBGENE00001863	284	43	14476	5.926957091385523	0.9957790308701402	0.544113192350941	0.5431432936123475
GOTERM_MF_DIRECT	GO:0004114~3',5'-cyclic-nucleotide phosphodiesterase activity	3	0.819672131147541	0.0099754007244795	WBGENE00020114, WBGENE00008443, WBGENE00011433	216	7	9479	18.80753968253968	0.93258288638294	1.0	1.0
KEGG_PATHWAY	cel01100:Metabolic pathways	21	5.737704918032787	0.010082343797963342	WBGENE00001638, WBGENE00020950, WBGENE00018682, WBGENE00016201, WBGENE00013693, WBGENE00001630, WBGENE00020417, WBGENE00004258, WBGENE00007509, WBGENE00003047, WBGENE00020007, WBGENE00001338, WBGENE00006416, WBGENE00000512, WBGENE00020679, WBGENE00013406, WBGENE00009342, WBGENE00016118, WBGENE00009440, WBGENE00012015, WBGENE00004092	55	678	3022	1.7018503620273533	0.4095927777996087	0.5241480918730592	0.5241480918730592
UP_SEQ_FEATURE	splice variant	20	5.46448087431694	0.010465476503383291	WBGENE00022697, WBGENE00020114, WBGENE00020088, WBGENE00006868, WBGENE00001630, WBGENE00004777, WBGENE00003830, WBGENE00001411, WBGENE00006815, WBGENE00000410, WBGENE00004946, WBGENE00019493, WBGENE00006745, WBGENE00001842, WBGENE00006416, WBGENE00000886, WBGENE00003030, WBGENE00004013, WBGENE00008443, WBGENE00003242	76	499	3383	1.784094504799072	0.9119864331466014	1.0	1.0
GOTERM_MF_DIRECT	GO:0005516~calmodulin binding	5	1.366120218579235	0.011376190512874656	WBGENE00022059, WBGENE00000518, WBGENE00007176, WBGENE00015754, WBGENE00011433	216	39	9479	5.626187084520418	0.9539365313971321	1.0	1.0
GOTERM_BP_DIRECT	GO:0016358~dendrite development	5	1.366120218579235	0.0124796197815601	WBGENE00006780, WBGENE00006331, WBGENE00018802, WBGENE00003170, WBGENE00006745	252	42	11627	5.492724867724867	0.9974969237281355	0.496064886317014	0.490865044741364
INTERPRO	IPR003607:HD/PDEase domain	3	0.819672131147541	0.012521549340587246	WBGENE00020114, WBGENE00008443, WBGENE00011433	284	9	14476	16.990610328638496	0.9991488644503509	0.6385990163699495	0.6374606937026234
GOTERM_BP_DIRECT	GO:0022008~neurogenesis	3	0.819672131147541	0.015119121635149084	WBGENE00018987, WBGENE00003047, WBGENE00003018	252	9	11627	15.379629629629628	0.9993017232463098	0.5547554630743164	0.5489404162915668
UP_KEYWORDS	Phosphoprotein	8	2.185792349726776	0.01920629782194371	WBGENE00005077, WBGENE00001906, WBGENE00006868, WBGENE00001411, WBGENE00003830, WBGENE00001942, WBGENE00019493, WBGENE00006745	366	150	20248	2.950528233151184	0.9629998361423016	0.40345626012483027	0.3963364437696862
KEGG_PATHWAY	cel00020:Citrate cycle (TCA cycle)	4	1.092896174863388	0.02015954199511766	WBGENE00020950, WBGENE00004258, WBGENE00009440, WBGENE00020679	55	33	3022	6.660055096418732	0.6531999754503981	0.5241480918730592	0.5241480918730592
SMART	SM00471:HDc	3	0.819672131147541	0.020928261199503966	WBGENE00020114, WBGENE00008443, WBGENE00011433	147	9	5688	12.897959183673468	0.939975236699993	0.6958646848835068	0.6958646848835068
UP_KEYWORDS	Hydrolase	23	6.284153005464481	0.022816282498687827	WBGENE00018682, WBGENE00020114, WBGENE00020891, WBGENE00011580, WBGENE00020088, WBGENE00003578, WBGENE00004215, WBGENE00010160, WBGENE00007509, WBGENE00021507, WBGENE00019493, WBGENE00017280, WBGENE00000776, WBGENE00000963, WBGENE00003393, WBGENE00008443, WBGENE00009267, WBGENE00018877, WBGENE00022393, WBGENE00003170, WBGENE00011433, WBGENE00004092, WBGENE00219378	366	769	20248	1.6546362815948612	0.9802322283843578	0.40345626012483027	0.3963364437696862
UP_KEYWORDS	Calmodulin-binding	3	0.819672131147541	0.02555878346147721	WBGENE00000518, WBGENE00015754, WBGENE00011433	366	14	20248	11.854800936768152	0.9877408685848476	0.40345626012483027	0.3963364437696862
UP_KEYWORDS	Nucleotide-binding	24	6.557377049180328	0.0261059933021949	WBGENE00001815, WBGENE00002219, WBGENE00011480, WBGENE00000518, WBGENE00011580, WBGENE00001816, WBGENE00006868, WBGENE00006814, WBGENE00004258, WBGENE00000410, WBGENE00020007, WBGENE00004506, WBGENE00019493, WBGENE00017381, WBGENE00001338, WBGENE00006416, WBGENE00000512, WBGENE00005077, WBGENE00003393, WBGENE00003030, WBGENE00010015, WBGENE00004310, WBGENE00000186, WBGENE00020184	366	823	20248	1.6132900424277434	0.9888573665002011	0.40345626012483027	0.3963364437696862
GOTERM_CC_DIRECT	GO:0005886~plasma membrane	20	5.46448087431694	0.027168600019283923	WBGENE00012182, WBGENE00013166, WBGENE00006868, WBGENE00006747, WBGENE00003006, WBGENE00004777, WBGENE00004732, WBGENE00003104, WBGENE00004215, WBGENE00001475, WBGENE00007139, WBGENE00000225, WBGENE00004902, WBGENE00017381, WBGENE00005077, WBGENE00006498, WBGENE00007176, WBGENE00018987, WBGENE00003170, WBGENE00011587	227	593	11373	1.6897578949714362	0.977030664184736	1.0	1.0
UP_KEYWORDS	Metal-binding	33	9.01639344262295	0.029440261060264664	WBGENE00001638, WBGENE00020114, WBGENE00003578, WBGENE00001630, WBGENE00006648, WBGENE00004786, WBGENE00000941, WBGENE00017280, WBGENE00000963, WBGENE00016927, WBGENE00006698, WBGENE00015138, WBGENE00020184, WBGENE00009440, WBGENE00011433, WBGENE00021831, WBGENE00018369, WBGENE00016201, WBGENE00000518, WBGENE00020088, WBGENE00004258, WBGENE00010160, WBGENE00007509, WBGENE00019493, WBGENE00006416, WBGENE00005077, WBGENE00003030, WBGENE00006863, WBGENE00000186, WBGENE00008443, WBGENE00003033, WBGENE00018877, WBGENE00016539	366	1251	20248	1.4593440002096683	0.9937800598120582	0.41707036502041606	0.4097102997553499
INTERPRO	IPR001930:Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase	3	0.819672131147541	0.02968385459518676	WBGENE00013166, WBGENE00011587, WBGENE00007139	284	14	14476	10.922535211267606	0.9999999544658085	1.0	1.0
SMART	SM00209:TSP1	4	1.092896174863388	0.03396047948696399	WBGENE00000082, WBGENE00003242, WBGENE00011269, WBGENE00006745	147	28	5688	5.527696793002915	0.9899000119227415	0.9033487543532422	0.9033487543532422
GOTERM_MF_DIRECT	GO:0016787~hydrolase activity	27	7.377049180327869	0.03561249616996612	WBGENE00020114, WBGENE00020891, WBGENE00011580, WBGENE00022176, WBGENE00003578, WBGENE00021507, WBGENE00021867, WBGENE00004506, WBGENE00000963, WBGENE00009303, WBGENE00009267, WBGENE00011433, WBGENE00004092, WBGENE00018682, WBGENE00020088, WBGENE00004215, WBGENE00010160, WBGENE00007509, WBGENE00008119, WBGENE00019493, WBGENE00000776, WBGENE00003393, WBGENE00008443, WBGENE00018877, WBGENE00022393, WBGENE00003170, WBGENE00219378	216	793	9479	1.4941677175283734	0.9999419672045071	1.0	1.0
INTERPRO	IPR008734:Phosphorylase kinase alpha/beta subunit	2	0.546448087431694	0.03871833601430336	WBGENE00022059, WBGENE00015754	284	2	14476	50.971830985915496	0.9999999997605475	1.0	1.0
INTERPRO	IPR011613:Glycoside hydrolase family 15	2	0.546448087431694	0.03871833601430336	WBGENE00022059, WBGENE00015754	284	2	14476	50.971830985915496	0.9999999997605475	1.0	1.0
UP_KEYWORDS	Transferase	26	7.103825136612022	0.039386359814668065	WBGENE00001638, WBGENE00020950, WBGENE00019546, WBGENE00044303, WBGENE00001773, WBGENE00006868, WBGENE00001630, WBGENE00010392, WBGENE00017381, WBGENE00012928, WBGENE00018365, WBGENE00015692, WBGENE00000517, WBGENE00020587, WBGENE00000518, WBGENE00006814, WBGENE00000410, WBGENE00020007, WBGENE00001247, WBGENE00000512, WBGENE00006416, WBGENE00005077, WBGENE00003030, WBGENE00006863, WBGENE00012718, WBGENE00000186	366	954	20248	1.5077384839215955	0.9989203391706916	0.5150523975764285	0.5059632376191975
GOTERM_BP_DIRECT	GO:0040011~locomotion	41	11.202185792349727	0.04007052005251203	WBGENE00020950, WBGENE00020112, WBGENE00004729, WBGENE00013082, WBGENE00011480, WBGENE00013682, WBGENE00003939, WBGENE00006747, WBGENE00007139, WBGENE00004506, WBGENE00019162, WBGENE00006745, WBGENE00017280, WBGENE00015916, WBGENE00006852, WBGENE00006698, WBGENE00003024, WBGENE00001065, WBGENE00004013, WBGENE00006770, WBGENE00003242, WBGENE00009267, WBGENE00006331, WBGENE00010405, WBGENE00011831, WBGENE00000439, WBGENE00011908, WBGENE00006814, WBGENE00009926, WBGENE00006815, WBGENE00000410, WBGENE00003047, WBGENE00001863, WBGENE00004735, WBGENE00000776, WBGENE00006416, WBGENE00003393, WBGENE00006780, WBGENE00016913, WBGENE00010579, WBGENE00016538	252	1405	11627	1.3464017398181098	0.9999999966258835	1.0	0.9915966386554622
INTERPRO	IPR011993:Pleckstrin homology-like domain	7	1.912568306010929	0.04109135029485893	WBGENE00007840, WBGENE00006770, WBGENE00001493, WBGENE00006496, WBGENE00013682, WBGENE00003830, WBGENE00000566	284	129	14476	2.7659133093132433	0.9999999999401548	1.0	1.0
GOTERM_BP_DIRECT	GO:0071679~commissural neuron axon guidance	2	0.546448087431694	0.04271115634585151	WBGENE00005077, WBGENE00006745	252	2	11627	46.138888888888886	0.9999999990932035	1.0	0.9915966386554622
SMART	SM00181:EGF	6	1.639344262295082	0.042773962195073977	WBGENE00006498, WBGENE00003104, WBGENE00000168, WBGENE00001475, WBGENE00016913, WBGENE00001863	147	75	5688	3.0955102040816325	0.9970151056555515	0.9481561619908065	0.9481561619908065
INTERPRO	IPR014782:Peptidase M1, membrane alanine aminopeptidase, N-terminal	3	0.819672131147541	0.04742819975636308	WBGENE00013166, WBGENE00011587, WBGENE00007139	284	18	14476	8.495305164319248	0.9999999999985492	1.0	1.0
GOTERM_BP_DIRECT	GO:0040027~negative regulation of vulval development	10	2.73224043715847	0.04925686194349925	WBGENE00000517, WBGENE00022301, WBGENE00003112, WBGENE00003024, WBGENE00000186, WBGENE00009267, WBGENE00003006, WBGENE00011908, WBGENE00004946, WBGENE00000995	252	220	11627	2.0972222222222223	0.9999999999656326	1.0	0.9915966386554622
INTERPRO	IPR009057:Homeodomain-like	7	1.912568306010929	0.049366556425725024	WBGENE00000439, WBGENE00003024, WBGENE00022278, WBGENE00000461, WBGENE00003939, WBGENE00004258, WBGENE00018591	284	135	14476	2.6429838288993217	0.9999999999995373	1.0	1.0
GOTERM_MF_DIRECT	GO:0042277~peptide binding	3	0.819672131147541	0.04987389817735212	WBGENE00013166, WBGENE00011587, WBGENE00007139	216	16	9479	8.22829861111111	0.9999989452342285	1.0	1.0
GOTERM_MF_DIRECT	GO:0005515~protein binding	31	8.469945355191257	0.05119666566742365	WBGENE00004729, WBGENE00003936, WBGENE00022697, WBGENE00003939, WBGENE00006868, WBGENE00007837, WBGENE00003830, WBGENE00001411, WBGENE00021507, WBGENE00004946, WBGENE00000566, WBGENE00002275, WBGENE00006770, WBGENE00012928, WBGENE00006331, WBGENE00013632, WBGENE00014204, WBGENE00015357, WBGENE00011279, WBGENE00004732, WBGENE00006815, WBGENE00003047, WBGENE00004735, WBGENE00000776, WBGENE00005077, WBGENE00003393, WBGENE00000461, WBGENE00016539, WBGENE00012358, WBGENE00012479, WBGENE00013228	216	975	9479	1.3952943969610636	0.9999992748991684	1.0	1.0
INTERPRO	IPR000884:Thrombospondin, type 1 repeat	4	1.092896174863388	0.05142429336096641	WBGENE00000082, WBGENE00003242, WBGENE00011269, WBGENE00006745	284	43	14476	4.741565673108418	0.9999999999998628	1.0	1.0
UP_SEQ_FEATURE	glycosylation site:N-linked (GlcNAc...)	16	4.371584699453552	0.05201119772259716	WBGENE00001638, WBGENE00018365, WBGENE00012182, WBGENE00020088, WBGENE00006868, WBGENE00001630, WBGENE00004777, WBGENE00000168, WBGENE00007139, WBGENE00006745, WBGENE00001842, WBGENE00015519, WBGENE00003242, WBGENE00003170, WBGENE00016913, WBGENE00004092	76	436	3383	1.6335103814582326	0.999995619326153	1.0	1.0
GOTERM_CC_DIRECT	GO:0005604~basement membrane	3	0.819672131147541	0.05385770186803991	WBGENE00003242, WBGENE00016913, WBGENE00001863	227	19	11373	7.910734987247856	0.9994917998300246	1.0	1.0
INTERPRO	IPR001507:Zona pellucida domain	4	1.092896174863388	0.054418134991939246	WBGENE00044641, WBGENE00001063, WBGENE00021396, WBGENE00009926	284	44	14476	4.633802816901409	0.9999999999999767	1.0	1.0
GOTERM_BP_DIRECT	GO:0040017~positive regulation of locomotion	4	1.092896174863388	0.05471232193005451	WBGENE00005077, WBGENE00006770, WBGENE00016913, WBGENE00006745	252	40	11627	4.613888888888889	0.9999999999977919	1.0	0.9915966386554622
INTERPRO	IPR000742:Epidermal growth factor-like domain	6	1.639344262295082	0.05503935344289273	WBGENE00006498, WBGENE00003104, WBGENE00000168, WBGENE00001475, WBGENE00016913, WBGENE00001863	284	105	14476	2.9126760563380283	0.9999999999999839	1.0	1.0
INTERPRO	IPR000906:ZU5	2	0.546448087431694	0.057513604144519566	WBGENE00006780, WBGENE00006745	284	3	14476	33.98122065727699	0.9999999999999963	1.0	1.0
INTERPRO	IPR012341:Six-hairpin glycosidase	2	0.546448087431694	0.057513604144519566	WBGENE00022059, WBGENE00015754	284	3	14476	33.98122065727699	0.9999999999999963	1.0	1.0
GOTERM_CC_DIRECT	GO:0045252~oxoglutarate dehydrogenase complex	2	0.546448087431694	0.05844311601100844	WBGENE00020950, WBGENE00020679	227	3	11373	33.40088105726872	0.9997387964190279	1.0	1.0
GOTERM_CC_DIRECT	GO:0005964~phosphorylase kinase complex	2	0.546448087431694	0.05844311601100844	WBGENE00022059, WBGENE00015754	227	3	11373	33.40088105726872	0.9997387964190279	1.0	1.0
INTERPRO	IPR015880:Zinc finger, C2H2-like	7	1.912568306010929	0.058598450916420394	WBGENE00016948, WBGENE00007105, WBGENE00003033, WBGENE00019960, WBGENE00015138, WBGENE00000995, WBGENE00013438	284	141	14476	2.5305164319248825	0.9999999999999981	1.0	1.0
UP_SEQ_FEATURE	disulfide bond	10	2.73224043715847	0.061262815109168464	WBGENE00003242, WBGENE00014057, WBGENE00001630, WBGENE00004777, WBGENE00000168, WBGENE00016913, WBGENE00003170, WBGENE00004092, WBGENE00006745, WBGENE00000941	76	227	3383	1.9609320658474378	0.9999995453586604	1.0	1.0
GOTERM_CC_DIRECT	GO:0030424~axon	7	1.912568306010929	0.06215912441160566	WBGENE00022697, WBGENE00004370, WBGENE00006890, WBGENE00022124, WBGENE00006868, WBGENE00001475, WBGENE00017381	227	141	11373	2.4872996532008624	0.9998480521462996	1.0	1.0
INTERPRO	IPR003593:AAA+ ATPase domain	6	1.639344262295082	0.06263379783397827	WBGENE00001815, WBGENE00010015, WBGENE00001816, WBGENE00016566, WBGENE00004506, WBGENE00004978	284	109	14476	2.805788861610027	0.9999999999999998	1.0	1.0
GOTERM_BP_DIRECT	GO:0007538~primary sex determination	2	0.546448087431694	0.06338036062794708	WBGENE00001484, WBGENE00004786	252	3	11627	30.759259259259256	0.9999999999999727	1.0	0.9915966386554622
UP_SEQ_FEATURE	domain:TSP type-1 2	2	0.546448087431694	0.06506423579708188	WBGENE00003242, WBGENE00006745	76	3	3383	29.675438596491226	0.99999982193047	1.0	1.0
