Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0005102~receptor binding	5	1.366120218579235	0.014236619058456093	WBGENE00006852, WBGENE00006770, WBGENE00000186, WBGENE00016539, WBGENE00001842	216	16	3485	5.041956018518518	0.978872350466371	1.0	1.0
GOTERM_BP_DIRECT	GO:0048675~axon extension	5	1.366120218579235	0.015221376086721578	WBGENE00004729, WBGENE00006780, WBGENE00006770, WBGENE00016539, WBGENE00006745	252	16	3992	4.950396825396825	0.9993354641589693	0.9733579454351512	0.9733579454351512
GOTERM_BP_DIRECT	GO:0007186~G-protein coupled receptor signaling pathway	11	3.0054644808743167	0.016324661558660816	WBGENE00005809, WBGENE00018709, WBGENE00006121, WBGENE00015364, WBGENE00005603, WBGENE00003006, WBGENE00004777, WBGENE00009629, WBGENE00013222, WBGENE00001475, WBGENE00021524	252	74	3992	2.3547833547833545	0.999610685407371	0.9733579454351512	0.9733579454351512
INTERPRO	IPR008979:Galactose-binding domain-like	5	1.366120218579235	0.01650312871104129	WBGENE00013693, WBGENE00006868, WBGENE00010160, WBGENE00016913, WBGENE00017381	284	17	4692	4.859154929577465	0.9999117645142734	1.0	1.0
SMART	SM00404:PTPc_motif	5	1.366120218579235	0.016545944295803854	WBGENE00016053, WBGENE00016356, WBGENE00004215, WBGENE00021507, WBGENE00021867	147	15	2107	4.777777777777779	0.8912843505566166	0.44012211826838255	0.44012211826838255
UP_KEYWORDS	Membrane	113	30.87431693989071	0.01678213228130221	WBGENE00001815, WBGENE00014057, WBGENE00001816, WBGENE00003830, WBGENE00000168, WBGENE00000563, WBGENE00021309, WBGENE00007757, WBGENE00012428, WBGENE00005063, WBGENE00012662, WBGENE00016749, WBGENE00021157, WBGENE00020587, WBGENE00021396, WBGENE00005603, WBGENE00009926, WBGENE00006815, WBGENE00008954, WBGENE00001247, WBGENE00009778, WBGENE00013222, WBGENE00012775, WBGENE00001638, WBGENE00003936, WBGENE00012095, WBGENE00020114, WBGENE00005718, WBGENE00022014, WBGENE00015364, WBGENE00001630, WBGENE00006924, WBGENE00001475, WBGENE00004902, WBGENE00023506, WBGENE00017381, WBGENE00000941, WBGENE00006498, WBGENE00015519, WBGENE00006890, WBGENE00012762, WBGENE00019279, WBGENE00003006, WBGENE00009629, WBGENE00004215, WBGENE00004732, WBGENE00004735, WBGENE00011427, WBGENE00005433, WBGENE00007176, WBGENE00006121, WBGENE00016951, WBGENE00022393, WBGENE00012116, WBGENE00010579, WBGENE00004729, WBGENE00003518, WBGENE00019546, WBGENE00017400, WBGENE00015861, WBGENE00006747, WBGENE00006868, WBGENE00044900, WBGENE00006745, WBGENE00007317, WBGENE00013957, WBGENE00007686, WBGENE00012628, WBGENE00001065, WBGENE00002275, WBGENE00001063, WBGENE00017119, WBGENE00012180, WBGENE00005809, WBGENE00015692, WBGENE00012182, WBGENE00011094, WBGENE00016300, WBGENE00023411, WBGENE00003104, WBGENE00009967, WBGENE00019493, WBGENE00009449, WBGENE00000634, WBGENE00012219, WBGENE00006066, WBGENE00011121, WBGENE00016538, WBGENE00021126, WBGENE00015442, WBGENE00010392, WBGENE00000225, WBGENE00017184, WBGENE00021524, WBGENE00018709, WBGENE00005085, WBGENE00007384, WBGENE00021807, WBGENE00020160, WBGENE00013255, WBGENE00016129, WBGENE00021413, WBGENE00004777, WBGENE00002233, WBGENE00021936, WBGENE00006677, WBGENE00006678, WBGENE00005077, WBGENE00010015, WBGENE00012718, WBGENE00011587, WBGENE00003170, WBGENE00019507	366	1519	5894	1.1979804084510588	0.9437063274293513	0.4969405019066951	0.4969405019066951
UP_KEYWORDS	Transmembrane helix	108	29.508196721311474	0.017539076537883357	WBGENE00001815, WBGENE00014057, WBGENE00001816, WBGENE00000168, WBGENE00000563, WBGENE00021309, WBGENE00007757, WBGENE00012428, WBGENE00005063, WBGENE00012662, WBGENE00016749, WBGENE00021157, WBGENE00020587, WBGENE00021396, WBGENE00005603, WBGENE00009926, WBGENE00006815, WBGENE00008954, WBGENE00001247, WBGENE00009778, WBGENE00013222, WBGENE00012775, WBGENE00001638, WBGENE00012095, WBGENE00020114, WBGENE00005718, WBGENE00022014, WBGENE00015364, WBGENE00001630, WBGENE00006924, WBGENE00001475, WBGENE00004902, WBGENE00023506, WBGENE00017381, WBGENE00006498, WBGENE00015519, WBGENE00006890, WBGENE00012762, WBGENE00019279, WBGENE00003006, WBGENE00009629, WBGENE00004215, WBGENE00004732, WBGENE00004735, WBGENE00011427, WBGENE00005433, WBGENE00007176, WBGENE00006121, WBGENE00016951, WBGENE00022393, WBGENE00012116, WBGENE00010579, WBGENE00004729, WBGENE00003518, WBGENE00019546, WBGENE00017400, WBGENE00015861, WBGENE00006747, WBGENE00006868, WBGENE00044900, WBGENE00006745, WBGENE00007317, WBGENE00013957, WBGENE00012628, WBGENE00001065, WBGENE00002275, WBGENE00001063, WBGENE00017119, WBGENE00012180, WBGENE00005809, WBGENE00015692, WBGENE00012182, WBGENE00011094, WBGENE00016300, WBGENE00023411, WBGENE00003104, WBGENE00009967, WBGENE00019493, WBGENE00009449, WBGENE00000634, WBGENE00012219, WBGENE00006066, WBGENE00011121, WBGENE00016538, WBGENE00021126, WBGENE00015442, WBGENE00010392, WBGENE00000225, WBGENE00017184, WBGENE00021524, WBGENE00018709, WBGENE00005085, WBGENE00007384, WBGENE00021807, WBGENE00020160, WBGENE00013255, WBGENE00016129, WBGENE00021413, WBGENE00004777, WBGENE00002233, WBGENE00021936, WBGENE00006677, WBGENE00006678, WBGENE00010015, WBGENE00012718, WBGENE00011587, WBGENE00003170, WBGENE00019507	366	1445	5894	1.2036076918713483	0.9506146007315744	0.4969405019066951	0.4969405019066951
GOTERM_BP_DIRECT	GO:0007399~nervous system development	8	2.185792349726776	0.01848101792772661	WBGENE00022697, WBGENE00001484, WBGENE00004215, WBGENE00006815, WBGENE00003047, WBGENE00011279, WBGENE00017381, WBGENE00003018	252	44	3992	2.88023088023088	0.9998633274320631	0.9794939501695104	0.9794939501695104
INTERPRO	IPR013098:Immunoglobulin I-set	5	1.366120218579235	0.02023505208584152	WBGENE00004729, WBGENE00004732, WBGENE00004215, WBGENE00017184, WBGENE00001863	284	18	4692	4.589201877934272	0.9999895435366765	1.0	1.0
GOTERM_BP_DIRECT	GO:0097376~interneuron axon guidance	3	0.819672131147541	0.02171108445907728	WBGENE00003006, WBGENE00001475, WBGENE00017381	252	4	3992	11.880952380952381	0.9999716324162831	1.0	1.0
GOTERM_CC_DIRECT	GO:0016020~membrane	112	30.601092896174865	0.022714256506558714	WBGENE00001815, WBGENE00014057, WBGENE00001816, WBGENE00003830, WBGENE00000168, WBGENE00000563, WBGENE00021309, WBGENE00007757, WBGENE00012428, WBGENE00005063, WBGENE00012662, WBGENE00016749, WBGENE00021157, WBGENE00020587, WBGENE00021396, WBGENE00005603, WBGENE00009926, WBGENE00006815, WBGENE00008954, WBGENE00001247, WBGENE00009778, WBGENE00013222, WBGENE00001638, WBGENE00012095, WBGENE00020114, WBGENE00005718, WBGENE00022014, WBGENE00015364, WBGENE00001630, WBGENE00006924, WBGENE00001475, WBGENE00004902, WBGENE00023506, WBGENE00017381, WBGENE00000941, WBGENE00006498, WBGENE00015519, WBGENE00006890, WBGENE00012762, WBGENE00019279, WBGENE00003006, WBGENE00009629, WBGENE00004215, WBGENE00004732, WBGENE00004978, WBGENE00004735, WBGENE00011427, WBGENE00005433, WBGENE00007176, WBGENE00006121, WBGENE00016951, WBGENE00022393, WBGENE00012116, WBGENE00010579, WBGENE00004729, WBGENE00003518, WBGENE00019546, WBGENE00017400, WBGENE00015861, WBGENE00006747, WBGENE00006868, WBGENE00044900, WBGENE00006745, WBGENE00007317, WBGENE00013957, WBGENE00007686, WBGENE00012628, WBGENE00001065, WBGENE00002275, WBGENE00001063, WBGENE00017119, WBGENE00012180, WBGENE00005809, WBGENE00015692, WBGENE00012182, WBGENE00011094, WBGENE00016300, WBGENE00023411, WBGENE00003104, WBGENE00009967, WBGENE00019493, WBGENE00009449, WBGENE00000634, WBGENE00012219, WBGENE00006066, WBGENE00011121, WBGENE00021126, WBGENE00015442, WBGENE00010392, WBGENE00000225, WBGENE00017184, WBGENE00021524, WBGENE00018709, WBGENE00005085, WBGENE00007384, WBGENE00004310, WBGENE00021807, WBGENE00020160, WBGENE00013255, WBGENE00016129, WBGENE00021413, WBGENE00004777, WBGENE00002233, WBGENE00021936, WBGENE00006677, WBGENE00006678, WBGENE00005077, WBGENE00010015, WBGENE00012718, WBGENE00011587, WBGENE00003170, WBGENE00019507	227	1525	3588	1.1608463927204449	0.9570508884485318	1.0	1.0
INTERPRO	IPR000276:G protein-coupled receptor, rhodopsin-like	6	1.639344262295082	0.02409404874252983	WBGENE00018709, WBGENE00015364, WBGENE00004777, WBGENE00009629, WBGENE00013222, WBGENE00021524	284	28	4692	3.540241448692153	0.9999988574659261	1.0	1.0
INTERPRO	IPR000387:Protein-tyrosine/Dual specificity phosphatase	5	1.366120218579235	0.024446041362283618	WBGENE00016053, WBGENE00016356, WBGENE00004215, WBGENE00021507, WBGENE00021867	284	19	4692	4.3476649369903635	0.9999990667955377	1.0	1.0
UP_KEYWORDS	Glycoprotein	21	5.737704918032787	0.02551599604849955	WBGENE00001638, WBGENE00018365, WBGENE00012182, WBGENE00011480, WBGENE00006868, WBGENE00001630, WBGENE00004777, WBGENE00003104, WBGENE00004215, WBGENE00000168, WBGENE00007139, WBGENE00004902, WBGENE00017381, WBGENE00006745, WBGENE00001842, WBGENE00006863, WBGENE00015519, WBGENE00003242, WBGENE00003170, WBGENE00016913, WBGENE00004092	366	203	5894	1.6659129451667611	0.9876490181173411	0.6196741897492748	0.6196741897492748
GOTERM_MF_DIRECT	GO:0008237~metallopeptidase activity	7	1.912568306010929	0.0269738926383137	WBGENE00000082, WBGENE00003242, WBGENE00013166, WBGENE00007509, WBGENE00011587, WBGENE00007139, WBGENE00004978	216	38	3485	2.9721003898635474	0.9993610180013959	1.0	1.0
INTERPRO	IPR009057:Homeodomain-like	7	1.912568306010929	0.027677057623828574	WBGENE00000439, WBGENE00003024, WBGENE00022278, WBGENE00000461, WBGENE00003939, WBGENE00004258, WBGENE00018591	284	39	4692	2.965330444203683	0.9999998548860559	1.0	1.0
UP_SEQ_FEATURE	transmembrane region	21	5.737704918032787	0.02839456691665172	WBGENE00001638, WBGENE00012182, WBGENE00003518, WBGENE00020088, WBGENE00006868, WBGENE00001630, WBGENE00006747, WBGENE00004777, WBGENE00000168, WBGENE00006815, WBGENE00008954, WBGENE00019493, WBGENE00006745, WBGENE00009778, WBGENE00015519, WBGENE00005085, WBGENE00002275, WBGENE00006066, WBGENE00017119, WBGENE00003170, WBGENE00010579	76	228	1297	1.5718490304709143	0.9987112315217328	1.0	1.0
GOTERM_BP_DIRECT	GO:0040039~inductive cell migration	10	2.73224043715847	0.02971952568832722	WBGENE00005077, WBGENE00006498, WBGENE00006852, WBGENE00018369, WBGENE00003242, WBGENE00003792, WBGENE00013682, WBGENE00006868, WBGENE00018932, WBGENE00006745	252	70	3992	2.263038548752834	0.999999437648052	1.0	1.0
GOTERM_MF_DIRECT	GO:0004725~protein tyrosine phosphatase activity	5	1.366120218579235	0.031241256424868993	WBGENE00016053, WBGENE00016356, WBGENE00004215, WBGENE00021507, WBGENE00021867	216	20	3485	4.033564814814814	0.9998041128763162	1.0	1.0
INTERPRO	IPR000242:Protein-tyrosine phosphatase, receptor/non-receptor type	4	1.092896174863388	0.03180546154589883	WBGENE00016053, WBGENE00016356, WBGENE00004215, WBGENE00021507	284	12	4692	5.507042253521126	0.999999986663724	1.0	1.0
INTERPRO	IPR023088:3'5'-cyclic nucleotide phosphodiesterase	3	0.819672131147541	0.03210533112153882	WBGENE00020114, WBGENE00008443, WBGENE00011433	284	5	4692	9.912676056338027	0.9999999887911035	1.0	1.0
INTERPRO	IPR002073:3'5'-cyclic nucleotide phosphodiesterase, catalytic domain	3	0.819672131147541	0.03210533112153882	WBGENE00020114, WBGENE00008443, WBGENE00011433	284	5	4692	9.912676056338027	0.9999999887911035	1.0	1.0
INTERPRO	IPR023174:3'5'-cyclic nucleotide phosphodiesterase, conserved site	3	0.819672131147541	0.03210533112153882	WBGENE00020114, WBGENE00008443, WBGENE00011433	284	5	4692	9.912676056338027	0.9999999887911035	1.0	1.0
SMART	SM00194:PTPc	4	1.092896174863388	0.03561006221458224	WBGENE00016053, WBGENE00016356, WBGENE00004215, WBGENE00021507	147	11	2107	5.212121212121212	0.9919535343111888	0.7893563790899063	0.7893563790899063
UP_SEQ_FEATURE	disulfide bond	10	2.73224043715847	0.03625353744126361	WBGENE00003242, WBGENE00014057, WBGENE00001630, WBGENE00004777, WBGENE00000168, WBGENE00016913, WBGENE00003170, WBGENE00004092, WBGENE00006745, WBGENE00000941	76	80	1297	2.133223684210526	0.9998025732018235	1.0	1.0
UP_KEYWORDS	Manganese	7	1.912568306010929	0.038708588628763585	WBGENE00005077, WBGENE00001638, WBGENE00006863, WBGENE00020088, WBGENE00003578, WBGENE00001630, WBGENE00009440	366	41	5894	2.7494335599093698	0.998782803868067	0.8225575083612262	0.8225575083612262
GOTERM_BP_DIRECT	GO:0016358~dendrite development	5	1.366120218579235	0.039128049937896356	WBGENE00006780, WBGENE00006331, WBGENE00018802, WBGENE00003170, WBGENE00006745	252	21	3992	3.771730914588057	0.9999999946117104	1.0	1.0
GOTERM_BP_DIRECT	GO:0035335~peptidyl-tyrosine dephosphorylation	5	1.366120218579235	0.039128049937896356	WBGENE00016053, WBGENE00016356, WBGENE00004215, WBGENE00021507, WBGENE00021867	252	21	3992	3.771730914588057	0.9999999946117104	1.0	1.0
INTERPRO	IPR003607:HD/PDEase domain	3	0.819672131147541	0.04626378100202205	WBGENE00020114, WBGENE00008443, WBGENE00011433	284	6	4692	8.26056338028169	0.9999999999971209	1.0	1.0
GOTERM_MF_DIRECT	GO:0004114~3',5'-cyclic-nucleotide phosphodiesterase activity	3	0.819672131147541	0.04818623756232759	WBGENE00020114, WBGENE00008443, WBGENE00011433	216	6	3485	8.06712962962963	0.9999982998680366	1.0	1.0
UP_KEYWORDS	Receptor	26	7.103825136612022	0.04938314301925968	WBGENE00005718, WBGENE00015364, WBGENE00006868, WBGENE00004786, WBGENE00017381, WBGENE00023506, WBGENE00006745, WBGENE00013957, WBGENE00018709, WBGENE00016927, WBGENE00005063, WBGENE00012541, WBGENE00012180, WBGENE00005809, WBGENE00021413, WBGENE00023411, WBGENE00005603, WBGENE00004777, WBGENE00003006, WBGENE00009629, WBGENE00004215, WBGENE00009926, WBGENE00005433, WBGENE00006121, WBGENE00013222, WBGENE00012775	366	286	5894	1.4639841033283656	0.9998176369239454	0.9327927014749051	0.9327927014749051
GOTERM_MF_DIRECT	GO:0005516~calmodulin binding	5	1.366120218579235	0.04945674284229718	WBGENE00022059, WBGENE00000518, WBGENE00007176, WBGENE00015754, WBGENE00011433	216	23	3485	3.5074476650563606	0.9999988130369878	1.0	1.0
GOTERM_BP_DIRECT	GO:0010172~embryonic body morphogenesis	5	1.366120218579235	0.05250551507416312	WBGENE00003393, WBGENE00006498, WBGENE00000439, WBGENE00006868, WBGENE00004215	252	23	3992	3.4437543133195305	0.9999999999932845	1.0	1.0
UP_SEQ_FEATURE	glycosylation site:N-linked (GlcNAc...)	16	4.371584699453552	0.055398845019538706	WBGENE00001638, WBGENE00018365, WBGENE00012182, WBGENE00020088, WBGENE00006868, WBGENE00001630, WBGENE00004777, WBGENE00000168, WBGENE00007139, WBGENE00006745, WBGENE00001842, WBGENE00015519, WBGENE00003242, WBGENE00003170, WBGENE00016913, WBGENE00004092	76	170	1297	1.6061919504643962	0.9999980839929966	1.0	1.0
SMART	SM00471:HDc	3	0.819672131147541	0.059471108999970525	WBGENE00020114, WBGENE00008443, WBGENE00011433	147	6	2107	7.166666666666666	0.9997125947418332	0.98870718712451	0.98870718712451
